"","n","AntiSingleton","Blob","ClassDataShouldBePrivate","ComplexClass","LargeClass","LazyClass","LongMethod","LongParameterList","MessageChains","RefusedParentBequest","SpaghettiCode","SpeculativeGenerality","SwissArmyKnife"
"AntiSingleton","43","","-0.015442352651655","","-0.311369509043928","","","","-0.263873508059555","","","","",""
"Blob","2","-0.421241050119332","","","-0.190930787589499","","","","0.106205250596659","","","","",""
"ClassDataShouldBePrivate","1","0.107142857142857","0.00952380952380952","","0.442857142857143","","","","0.211904761904762","","","","",""
"ComplexClass","32","-0.147734575835476","-0.0235379177377892","","","","","","-0.0320533419023136","","","","",""
"LargeClass","0","","","","","","","","","","","","",""
"LazyClass","0","","","","","","","","","","","","",""
"LongMethod","0","","","","","","","","","","","","",""
"LongParameterList","11","0.0150776053215078","0.00975609756097561","","0.0549889135254989","","","","","","","","",""
"MessageChains","0","","","","","","","","","","","","",""
"RefusedParentBequest","0","","","","","","","","","","","","",""
"SpaghettiCode","0","","","","","","","","","","","","",""
"SpeculativeGenerality","0","","","","","","","","","","","","",""
"SwissArmyKnife","0","","","","","","","","","","","","",""
