"","Sum","Mean","SD","Var","Min","25%","Median","75%","Max","Skewness","Kurtosis","shapiro.p","ks.p"
"AntiSingleton",34,0.0515933232169954,0.221372573110504,0.0490058161255656,0,0,0,0,1,4.05422655276891,17.4367529411765,1.17128755971179e-45,0
"Blob",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"ClassDataShouldBePrivate",43,0.0652503793626707,0.247154731961601,0.0610854615310109,0,0,0,0,1,3.52070825121225,13.395386590154,6.24351540488022e-45,0
"ComplexClass",27,0.0409711684370258,0.198374007591323,0.0393522468878424,0,0,0,0,1,4.63142838942747,22.4501289263947,2.86274428070948e-46,0
"LargeClass",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"LazyClass",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"LongMethod",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"LongParameterList",41,0.0622154779969651,0.241729977599176,0.0584333820700979,0,0,0,0,1,3.62484672417725,14.1395137737785,4.35456835547902e-45,0
"MessageChains",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"RefusedParentBequest",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"SpaghettiCode",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"SpeculativeGenerality",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"SwissArmyKnife",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"NumOfAPs",145,0.220030349013657,0.515851465675777,0.266102734639848,0,0,0,0,2,2.3090307324387,7.37651295501911,3.74358024432383e-40,0
"LOC",32499,49.3156297420334,53.6539960328614,2878.75129029431,2,17,33,62,628,3.71566607039707,28.0824290964385,5.03476237925673e-33,0
"all",628,0.952959028831563,5.65249248756927,31.950671322027,0,0,0,0,104,11.6310369511878,183.004034795447,5.88099945181139e-47,0
