"","Sum","Mean","SD","Var","Min","25%","Median","75%","Max","Skewness","Kurtosis","shapiro.p","ks.p"
"AntiSingleton",12,0.0307692307692308,0.17291370591568,0.0298991496934942,0,0,0,0,1,5.43431191888596,30.531746031746,2.99987163532248e-38,1.8941999206934e-06
"Blob",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"ClassDataShouldBePrivate",11,0.0282051282051282,0.165771109189793,0.0274800606420144,0,0,0,0,1,5.69943586692993,33.4835692012473,2.12655577795803e-38,1.11790690533464e-05
"ComplexClass",22,0.0564102564102564,0.231008598639051,0.0533649726451783,0,0,0,0,1,3.84539404170345,15.7870553359684,6.37063562522284e-37,8.88178419700125e-16
"LargeClass",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"LazyClass",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"LongMethod",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"LongParameterList",32,0.0820512820512821,0.274795361927117,0.0755124909366555,0,0,0,0,1,3.04579800296414,10.2768854748603,8.52715465121941e-36,0
"MessageChains",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"RefusedParentBequest",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"SpaghettiCode",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"SpeculativeGenerality",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"SwissArmyKnife",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"NumOfAPs",77,0.197435897435897,0.516557310227232,0.266831454749193,0,0,0,0,4,3.14702227811199,15.0964052643802,3.11011122614309e-33,0
"LOC",19858,50.9179487179487,58.4176826057457,3412.62564102564,2,14,30.5,61.75,463,2.87496447370665,13.9622934790111,3.62513710018473e-26,4.85167461761193e-14
"all",65,0.166666666666667,2.12354088218722,4.50942587832048,0,0,0,0,38,15.723637287599,267.93896748495,6.61847816407283e-40,0
