"","n","AntiSingleton","Blob","ClassDataShouldBePrivate","ComplexClass","LargeClass","LazyClass","LongMethod","LongParameterList","MessageChains","RefusedParentBequest","SpaghettiCode","SpeculativeGenerality","SwissArmyKnife"
"AntiSingleton","0","","","","","","","","","","","","",""
"Blob","0","","","","","","","","","","","","",""
"ClassDataShouldBePrivate","3","","","","0","","0","","0","","","","",""
"ComplexClass","20","","","0","","","0","","0.96369130655531","","","","",""
"LargeClass","0","","","","","","","","","","","","",""
"LazyClass","5","","","0","0","","","","0","","","","",""
"LongMethod","0","","","","","","","","","","","","",""
"LongParameterList","14","","","0","0.963691306555345","","0","","","","","","",""
"MessageChains","0","","","","","","","","","","","","",""
"RefusedParentBequest","0","","","","","","","","","","","","",""
"SpaghettiCode","0","","","","","","","","","","","","",""
"SpeculativeGenerality","0","","","","","","","","","","","","",""
"SwissArmyKnife","0","","","","","","","","","","","","",""
