"","n","AntiSingleton","Blob","ClassDataShouldBePrivate","ComplexClass","LargeClass","LazyClass","LongMethod","LongParameterList","MessageChains","RefusedParentBequest","SpaghettiCode","SpeculativeGenerality","SwissArmyKnife"
"AntiSingleton","13","","","-0.0482061125055367","-0.369924701018751","","0.0345489443378119","","-0.161892809685516","","0.00767754318618042","","0.00671785028790787",""
"Blob","0","","","","","","","","","","","","",""
"ClassDataShouldBePrivate","21","-0.00276319425255595","","","-0.277747075619416","","0.034816247582205","","-0.292990697246016","","0.00773694390715667","","0.00676982591876209",""
"ComplexClass","53","-0.146311151282341","","-0.0279441117764471","","","-0.0230294128723685","","-0.181335442322901","","0.00798403193612774","","0.00698602794411178",""
"LargeClass","0","","","","","","","","","","","","",""
"LazyClass","49","0.0487077534791252","","0.0308151093439364","0.147563598003814","","","","0.15809226275003","","0.00795228628230616","","0.00695825049701789",""
"LongMethod","0","","","","","","","","","","","","",""
"LongParameterList","195","-0.0231425163983303","","-0.0137805605247466","-0.0958855098389982","","-0.0527251043530113","","","","0.0030530709600477","","0.00188431723315444",""
"MessageChains","0","","","","","","","","","","","","",""
"RefusedParentBequest","2","0.0232668566001899","","0.0147198480531814","0.115859449192783","","0.0170940170940171","","-0.158594491927825","","","","-0.497150997150997",""
"SpaghettiCode","0","","","","","","","","","","","","",""
"SpeculativeGenerality","1","0.0464895635673624","","0.0294117647058824","0.231499051233397","","0.0341555977229602","","-0.334914611005693","","-0.992409867172676","","",""
"SwissArmyKnife","0","","","","","","","","","","","","",""
