"","n","AntiSingleton","Blob","ClassDataShouldBePrivate","ComplexClass","LargeClass","LazyClass","LongMethod","LongParameterList","MessageChains","RefusedParentBequest","SpaghettiCode","SpeculativeGenerality","SwissArmyKnife"
"AntiSingleton","342","","0.196257240961911","1.05720727984559e-05","3.31670012593115e-06","","0.37750549955434","","1.93303066858422e-05","","","","",""
"Blob","2","0.316261053629753","","0.369534747166951","0.107213682067538","","0.0101249203969599","","0.429205762443338","","","","",""
"ClassDataShouldBePrivate","160","8.93669383465827e-09","0.38965553543649","","2.27071666403675e-09","","0.00226838708816852","","3.96058550881227e-15","","","","",""
"ComplexClass","241","5.93347964375256e-10","7.58960478122697e-05","1.23803901209573e-07","","","1.11364071952382e-10","","5.45567875591751e-07","","","","",""
"LargeClass","0","","","","","","","","","","","","",""
"LazyClass","183","3.51649649816294e-06","0.821349828183375","0.00392390268107749","0.000138470909890641","","","","0.895962438136522","","","","",""
"LongMethod","0","","","","","","","","","","","","",""
"LongParameterList","179","9.60470826931505e-11","0.36154500195843","1.31588680180198e-12","3.88391830134153e-10","","0.00111136217177006","","","","","","",""
"MessageChains","0","","","","","","","","","","","","",""
"RefusedParentBequest","0","","","","","","","","","","","","",""
"SpaghettiCode","0","","","","","","","","","","","","",""
"SpeculativeGenerality","0","","","","","","","","","","","","",""
"SwissArmyKnife","0","","","","","","","","","","","","",""
