"","n","AntiSingleton","Blob","ClassDataShouldBePrivate","ComplexClass","LargeClass","LazyClass","LongMethod","LongParameterList","MessageChains","RefusedParentBequest","SpaghettiCode","SpeculativeGenerality","SwissArmyKnife"
"AntiSingleton_0","38","","","","","","","","","","","","",""
"Blob_0","38","","","","","","","","","","","","",""
"ClassDataShouldBePrivate_0","38","","","","","","","","","","","","",""
"ComplexClass_0","37","","","","","","","","0.216216216216216","","","","",""
"LargeClass_0","38","","","","","","","","","","","","",""
"LazyClass_0","38","","","","","","","","","","","","",""
"LongMethod_0","38","","","","","","","","","","","","",""
"LongParameterList_0","33","","","","","","","","","","","","",""
"MessageChains_0","38","","","","","","","","","","","","",""
"RefusedParentBequest_0","38","","","","","","","","","","","","",""
"SpaghettiCode_0","38","","","","","","","","","","","","",""
"SpeculativeGenerality_0","38","","","","","","","","","","","","",""
"SwissArmyKnife_0","38","","","","","","","","","","","","",""
"AntiSingleton_1","0","","","","","","","","","","","","",""
"Blob_1","0","","","","","","","","","","","","",""
"ClassDataShouldBePrivate_1","0","","","","","","","","","","","","",""
"ComplexClass_1","1","","","","","","","","0","","","","",""
"LargeClass_1","0","","","","","","","","","","","","",""
"LazyClass_1","0","","","","","","","","","","","","",""
"LongMethod_1","0","","","","","","","","","","","","",""
"LongParameterList_1","5","","","","","","","","","","","","",""
"MessageChains_1","0","","","","","","","","","","","","",""
"RefusedParentBequest_1","0","","","","","","","","","","","","",""
"SpaghettiCode_1","0","","","","","","","","","","","","",""
"SpeculativeGenerality_1","0","","","","","","","","","","","","",""
"SwissArmyKnife_1","0","","","","","","","","","","","","",""
