"","n","AntiSingleton","Blob","ClassDataShouldBePrivate","ComplexClass","LargeClass","LazyClass","LongMethod","LongParameterList","MessageChains","RefusedParentBequest","SpaghettiCode","SpeculativeGenerality","SwissArmyKnife"
"AntiSingleton_0","138","","","","","","","","","","","","",""
"Blob_0","138","","","","","","","","","","","","",""
"ClassDataShouldBePrivate_0","138","","","","","","","","","","","","",""
"ComplexClass_0","127","","","","","","","","0.00962379702537183","","","","",""
"LargeClass_0","138","","","","","","","","","","","","",""
"LazyClass_0","138","","","","","","","","","","","","",""
"LongMethod_0","138","","","","","","","","","","","","",""
"LongParameterList_0","129","","","","0.0940783807062877","","","","","","","","",""
"MessageChains_0","138","","","","","","","","","","","","",""
"RefusedParentBequest_0","138","","","","","","","","","","","","",""
"SpaghettiCode_0","138","","","","","","","","","","","","",""
"SpeculativeGenerality_0","138","","","","","","","","","","","","",""
"SwissArmyKnife_0","138","","","","","","","","","","","","",""
"AntiSingleton_1","0","","","","","","","","","","","","",""
"Blob_1","0","","","","","","","","","","","","",""
"ClassDataShouldBePrivate_1","0","","","","","","","","","","","","",""
"ComplexClass_1","11","","","","","","","","0.0454545454545455","","","","",""
"LargeClass_1","0","","","","","","","","","","","","",""
"LazyClass_1","0","","","","","","","","","","","","",""
"LongMethod_1","0","","","","","","","","","","","","",""
"LongParameterList_1","9","","","","0.166666666666667","","","","","","","","",""
"MessageChains_1","0","","","","","","","","","","","","",""
"RefusedParentBequest_1","0","","","","","","","","","","","","",""
"SpaghettiCode_1","0","","","","","","","","","","","","",""
"SpeculativeGenerality_1","0","","","","","","","","","","","","",""
"SwissArmyKnife_1","0","","","","","","","","","","","","",""
