"","n","AntiSingleton","Blob","ClassDataShouldBePrivate","ComplexClass","LargeClass","LazyClass","LongMethod","LongParameterList","MessageChains","RefusedParentBequest","SpaghettiCode","SpeculativeGenerality","SwissArmyKnife"
"AntiSingleton","13","","","49.7502819236647","8.16173575497429","","0","","13.5180273815243","","0","","0",""
"Blob","0","","","","","","","","","","","","",""
"ClassDataShouldBePrivate","16","49.7502819236605","","","2.94797189038595","","0","","2.1462011107112","","0","","0",""
"ComplexClass","103","8.16173575497429","","2.94797189038589","","","0","","5.41500090003245","","0","","0",""
"LargeClass","0","","","","","","","","","","","","",""
"LazyClass","22","0","","0","0","","","","1.49598289690535","","0","","0",""
"LongMethod","0","","","","","","","","","","","","",""
"LongParameterList","88","13.5180273815248","","2.1462011107112","5.41500090003234","","1.4959828969053","","","","0","","0",""
"MessageChains","0","","","","","","","","","","","","",""
"RefusedParentBequest","6","0","","0","0","","0","","0","","","","Inf",""
"SpaghettiCode","0","","","","","","","","","","","","",""
"SpeculativeGenerality","1","0","","0","0","","0","","0","","Inf","","",""
"SwissArmyKnife","0","","","","","","","","","","","","",""
