"","n","AntiSingleton","Blob","ClassDataShouldBePrivate","ComplexClass","LargeClass","LazyClass","LongMethod","LongParameterList","MessageChains","RefusedParentBequest","SpaghettiCode","SpeculativeGenerality","SwissArmyKnife"
"AntiSingleton","13","","","7.78141933837815e-06","0.00159140122920046","","1","","6.38868360450721e-05","","1","","1",""
"Blob","0","","","","","","","","","","","","",""
"ClassDataShouldBePrivate","16","7.78141933837818e-06","","","0.108417442737168","","1","","0.267532173450221","","1","","1",""
"ComplexClass","103","0.00159140122920046","","0.108417442737168","","","0.400558138869236","","1.51159628459878e-08","","1","","1",""
"LargeClass","0","","","","","","","","","","","","",""
"LazyClass","22","1","","1","0.400558138869236","","","","0.645022646939588","","1","","1",""
"LongMethod","0","","","","","","","","","","","","",""
"LongParameterList","88","6.38868360450722e-05","","0.267532173450221","1.51159628459877e-08","","0.645022646939588","","","","1","","1",""
"MessageChains","0","","","","","","","","","","","","",""
"RefusedParentBequest","6","1","","1","1","","1","","1","","","","0.00430107526881721",""
"SpaghettiCode","0","","","","","","","","","","","","",""
"SpeculativeGenerality","1","1","","1","1","","1","","1","","0.00430107526881711","","",""
"SwissArmyKnife","0","","","","","","","","","","","","",""
