"","Sum","Mean","SD","Var","Min","25%","Median","75%","Max","Skewness","Kurtosis","shapiro.p","ks.p"
"AntiSingleton",12,0.0213143872113677,0.144558644489198,0.0208972016965544,0,0,0,0,1,6.62860809303572,44.9384452510587,8.27217526599224e-45,0.000246755485619254
"Blob",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"ClassDataShouldBePrivate",4,0.00710479573712256,0.084064676179894,0.00706686978123044,0,0,0,0,1,11.7369994306493,138.757155635063,6.04989725602528e-46,3.65006913582988e-11
"ComplexClass",44,0.0781527531083481,0.268650505420503,0.0721730940626916,0,0,0,0,1,3.14328378698028,10.8802329654931,1.15499751073595e-41,0
"LargeClass",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"LazyClass",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"LongMethod",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"LongParameterList",42,0.0746003552397869,0.262979049677476,0.0691579805692686,0,0,0,0,1,3.2381130474733,11.4853761082168,7.90075781029154e-42,0
"MessageChains",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"RefusedParentBequest",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"SpaghettiCode",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"SpeculativeGenerality",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"SwissArmyKnife",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"NumOfAPs",102,0.181172291296625,0.457286648398808,0.209111078803815,0,0,0,0,4,2.99440068841427,14.9905213070898,1.58488512033304e-38,0
"LOC",44818,79.6056838365897,159.74960646208,25519.9367647895,2,24,38,91.5,3131,13.1227662497235,240.05289675477,5.86581707989652e-41,0
"all",125,0.22202486678508,3.02928966799462,9.17659589261898,0,0,0,0,58,16.1866307657463,281.153974714634,4.43203161914948e-46,0
