"","Sum","Mean","SD","Var","Min","25%","Median","75%","Max","Skewness","Kurtosis","shapiro.p","ks.p"
"AntiSingleton",5,0.00612745098039216,0.0780857067672906,0.00609737760134729,0,0,0,0,1,12.6572574133622,161.206165228113,8.0216089903803e-53,0
"Blob",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"ClassDataShouldBePrivate",31,0.0379901960784314,0.191289790508655,0.0365917839528449,0,0,0,0,1,4.83343264057969,24.3620710910212,2.61804038220184e-50,0
"ComplexClass",52,0.0637254901960784,0.2444130932146,0.0597377601347287,0,0,0,0,1,3.57216608229976,13.7603705195328,8.59751370857334e-49,0
"LargeClass",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"LazyClass",24,0.0294117647058824,0.169061348167593,0.028581739444244,0,0,0,0,1,5.57048499058233,32.030303030303,6.95132619064524e-51,1.8899326548194e-12
"LongMethod",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"LongParameterList",135,0.165441176470588,0.371806139170003,0.138239805124504,0,0,0,0,1,1.80074493749309,4.242682329907,2.4355046668439e-44,0
"MessageChains",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"RefusedParentBequest",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"SpaghettiCode",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"SpeculativeGenerality",1,0.00122549019607843,0.0350070021007002,0.00122549019607843,0,0,0,0,1,28.5131763750352,814.001226993865,2.00946329568001e-53,0
"SwissArmyKnife",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"NumOfAPs",248,0.303921568627451,0.529645617116334,0.280524479730543,0,0,0,1,2,1.52571744981437,4.40027197114352,4.9771615712e-40,0
"LOC",30933,37.9080882352941,61.3015488011553,3757.87988542043,3,10,20,44,1076,8.06254591547823,112.188908886628,5.91699687976343e-44,0
"all",282,0.345588235294118,2.64564559893228,6.99944063514977,0,0,0,0,44,11.5710807682969,158.296883115784,1.04132351155122e-51,0
