"","n","AntiSingleton","Blob","ClassDataShouldBePrivate","ComplexClass","LargeClass","LazyClass","LongMethod","LongParameterList","MessageChains","RefusedParentBequest","SpaghettiCode","SpeculativeGenerality","SwissArmyKnife"
"AntiSingleton","12","","","0.534148877859939","0.575793750867368","","","","0.278589309795266","","","","",""
"Blob","0","","","","","","","","","","","","",""
"ClassDataShouldBePrivate","11","0.39166074173915","","","5.1249227589572e-05","","","","0.620168880170823","","","","",""
"ComplexClass","22","0.132273122890058","","3.60359308761425e-08","","","","","0.470743681927731","","","","",""
"LargeClass","0","","","","","","","","","","","","",""
"LazyClass","0","","","","","","","","","","","","",""
"LongMethod","0","","","","","","","","","","","","",""
"LongParameterList","32","0.0247162485022993","","1","0.363528336259577","","","","","","","","",""
"MessageChains","0","","","","","","","","","","","","",""
"RefusedParentBequest","0","","","","","","","","","","","","",""
"SpaghettiCode","0","","","","","","","","","","","","",""
"SpeculativeGenerality","0","","","","","","","","","","","","",""
"SwissArmyKnife","0","","","","","","","","","","","","",""
