"","n","AntiSingleton","Blob","ClassDataShouldBePrivate","ComplexClass","LargeClass","LazyClass","LongMethod","LongParameterList","MessageChains","RefusedParentBequest","SpaghettiCode","SpeculativeGenerality","SwissArmyKnife"
"AntiSingleton","34","","","2.02421223592312e-28","1","","","","0.714951749403725","","","","",""
"Blob","0","","","","","","","","","","","","",""
"ClassDataShouldBePrivate","43","2.02421223592313e-28","","","0.24747387713676","","","","0.100467027754443","","","","",""
"ComplexClass","27","1","","0.24747387713676","","","","","0.231692539560338","","","","",""
"LargeClass","0","","","","","","","","","","","","",""
"LazyClass","0","","","","","","","","","","","","",""
"LongMethod","0","","","","","","","","","","","","",""
"LongParameterList","41","0.714951749403724","","0.100467027754443","0.231692539560338","","","","","","","","",""
"MessageChains","0","","","","","","","","","","","","",""
"RefusedParentBequest","0","","","","","","","","","","","","",""
"SpaghettiCode","0","","","","","","","","","","","","",""
"SpeculativeGenerality","0","","","","","","","","","","","","",""
"SwissArmyKnife","0","","","","","","","","","","","","",""
