"","n","AntiSingleton","Blob","ClassDataShouldBePrivate","ComplexClass","LargeClass","LazyClass","LongMethod","LongParameterList","MessageChains","RefusedParentBequest","SpaghettiCode","SpeculativeGenerality","SwissArmyKnife"
"AntiSingleton_0","419","","","","","","","","","","","","",""
"Blob_0","419","","","","","","","","","","","","",""
"ClassDataShouldBePrivate_0","419","","","","","","","","","","","","",""
"ComplexClass_0","399","","","","","","0.00100250626566416","","0.242827129668071","","","","",""
"LargeClass_0","419","","","","","","","","","","","","",""
"LazyClass_0","417","","","","0.0813205729998611","","","","0.242978079913733","","","","",""
"LongMethod_0","419","","","","","","","","","","","","",""
"LongParameterList_0","352","","","","0.0853126131909027","","0","","","","","","",""
"MessageChains_0","419","","","","","","","","","","","","",""
"RefusedParentBequest_0","419","","","","","","","","","","","","",""
"SpaghettiCode_0","419","","","","","","","","","","","","",""
"SpeculativeGenerality_0","419","","","","","","","","","","","","",""
"SwissArmyKnife_0","419","","","","","","","","","","","","",""
"AntiSingleton_1","0","","","","","","","","","","","","",""
"Blob_1","0","","","","","","","","","","","","",""
"ClassDataShouldBePrivate_1","0","","","","","","","","","","","","",""
"ComplexClass_1","20","","","","","","0","","0.321691729323308","","","","",""
"LargeClass_1","0","","","","","","","","","","","","",""
"LazyClass_1","2","","","","0","","","","1","","","","",""
"LongMethod_1","0","","","","","","","","","","","","",""
"LongParameterList_1","67","","","","0.0579199865334979","","0.00597014925373134","","","","","","",""
"MessageChains_1","0","","","","","","","","","","","","",""
"RefusedParentBequest_1","0","","","","","","","","","","","","",""
"SpaghettiCode_1","0","","","","","","","","","","","","",""
"SpeculativeGenerality_1","0","","","","","","","","","","","","",""
"SwissArmyKnife_1","0","","","","","","","","","","","","",""
