"","n","AntiSingleton","Blob","ClassDataShouldBePrivate","ComplexClass","LargeClass","LazyClass","LongMethod","LongParameterList","MessageChains","RefusedParentBequest","SpaghettiCode","SpeculativeGenerality","SwissArmyKnife"
"AntiSingleton_0","242","","","","0.0931040034345819","","","","0.0964393044971557","","","","",""
"Blob_0","254","","","","","","","","","","","","",""
"ClassDataShouldBePrivate_0","250","0.0236888888888889","","","0.0909246753246753","","","","0.0933532467532468","","","","",""
"ComplexClass_0","243","0.0236854138088706","","","","","","","0.0833137370174407","","","","",""
"LargeClass_0","254","","","","","","","","","","","","",""
"LazyClass_0","254","","","","","","","","","","","","",""
"LongMethod_0","254","","","","","","","","","","","","",""
"LongParameterList_0","230","0.0257487922705314","","","0.0834424995294561","","","","","","","","",""
"MessageChains_0","254","","","","","","","","","","","","",""
"RefusedParentBequest_0","254","","","","","","","","","","","","",""
"SpaghettiCode_0","254","","","","","","","","","","","","",""
"SpeculativeGenerality_0","254","","","","","","","","","","","","",""
"SwissArmyKnife_0","254","","","","","","","","","","","","",""
"AntiSingleton_1","12","","","","0.0166666666666667","","","","0","","","","",""
"Blob_1","0","","","","","","","","","","","","",""
"ClassDataShouldBePrivate_1","4","0","","","0","","","","0","","","","",""
"ComplexClass_1","11","0.0151515151515152","","","","","","","0.281188508461236","","","","",""
"LargeClass_1","0","","","","","","","","","","","","",""
"LazyClass_1","0","","","","","","","","","","","","",""
"LongMethod_1","0","","","","","","","","","","","","",""
"LongParameterList_1","24","0","","","0.147474747474747","","","","","","","","",""
"MessageChains_1","0","","","","","","","","","","","","",""
"RefusedParentBequest_1","0","","","","","","","","","","","","",""
"SpaghettiCode_1","0","","","","","","","","","","","","",""
"SpeculativeGenerality_1","0","","","","","","","","","","","","",""
"SwissArmyKnife_1","0","","","","","","","","","","","","",""
