"","n","AntiSingleton","Blob","ClassDataShouldBePrivate","ComplexClass","LargeClass","LazyClass","LongMethod","LongParameterList","MessageChains","RefusedParentBequest","SpaghettiCode","SpeculativeGenerality","SwissArmyKnife"
"AntiSingleton","11","","","0.0364444444444444","-0.203151515151515","","","","-0.202989898989899","","","","0.000888888888888889",""
"Blob","0","","","","","","","","","","","","",""
"ClassDataShouldBePrivate","17","0.0277033065236819","","","-0.222677811070809","","","","-0.27172370288598","","","","0.000893655049151028",""
"ComplexClass","65","-0.0515406162464986","","-0.0747252747252747","","","","","-0.378768943474826","","","","0.000933706816059757",""
"LargeClass","0","","","","","","","","","","","","",""
"LazyClass","0","","","","","","","","","","","","",""
"LongMethod","0","","","","","","","","","","","","",""
"LongParameterList","172","-0.0420727588536138","","-0.0249505452089163","-0.203886422850526","","","","","","","","0.00103734439834025",""
"MessageChains","0","","","","","","","","","","","","",""
"RefusedParentBequest","0","","","","","","","","","","","","",""
"SpaghettiCode","0","","","","","","","","","","","","",""
"SpeculativeGenerality","1","0.0273127753303965","","0.0361233480176211","0.224669603524229","","","","0.348898678414097","","","","",""
"SwissArmyKnife","0","","","","","","","","","","","","",""
