"","Sum","Mean","SD","Var","Min","25%","Median","75%","Max","Skewness","Kurtosis","shapiro.p","ks.p"
"AntiSingleton",31,0.0909090909090909,0.287902241281237,0.0828877005347594,0,0,0,0,1,2.84604989415154,9.1,1.6210063232886e-33,0
"Blob",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"ClassDataShouldBePrivate",26,0.0762463343108504,0.265781839484489,0.0706399861997585,0,0,0,0,1,3.19341890423482,11.1979242979243,4.28367326197818e-34,0
"ComplexClass",12,0.0351906158357771,0.184532099949246,0.0340520959116785,0,0,0,0,1,5.0451105865779,26.4531408308004,5.46088196489532e-36,2.50843288474023e-07
"LargeClass",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"LazyClass",1,0.00293255131964809,0.0541530361073882,0.00293255131964809,0,0,0,0,1,18.3848563001311,339.002941176471,3.66898167072244e-38,0
"LongMethod",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"LongParameterList",47,0.13782991202346,0.345227947436001,0.119182335690875,0,0,0,0,1,2.10123370773325,5.4151830945144,6.87419372099018e-32,0
"MessageChains",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"RefusedParentBequest",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"SpaghettiCode",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"SpeculativeGenerality",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"SwissArmyKnife",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"NumOfAPs",117,0.343108504398827,0.648201822658692,0.420165602898051,0,0,0,0,3,1.73236062762174,4.83783793917835,4.55859700941801e-28,0
"LOC",20037,58.7595307917889,54.6470030803296,2986.29494566155,4,20,41,81,409,2.14772932706988,9.69279119527205,2.01267462285168e-20,4.30104336590631e-08
"all",102,0.299120234604106,4.35940151588238,19.0043815766776,0,0,0,0,78,16.9503451894986,298.940094008985,5.66677226703241e-38,0
