"","n","AntiSingleton","Blob","ClassDataShouldBePrivate","ComplexClass","LargeClass","LazyClass","LongMethod","LongParameterList","MessageChains","RefusedParentBequest","SpaghettiCode","SpeculativeGenerality","SwissArmyKnife"
"AntiSingleton_0","625","","","0.0250588167388167","0.0611590126832232","","","","0.0780161207213839","","","","",""
"Blob_0","659","","","","","","","","","","","","",""
"ClassDataShouldBePrivate_0","616","0.0218338299507131","","","0.0612408813750236","","","","0.0748269623120102","","","","",""
"ComplexClass_0","632","0.0212091530129505","","0.0246374230551446","","","","","0.0970144078384418","","","","",""
"LargeClass_0","659","","","","","","","","","","","","",""
"LazyClass_0","659","","","","","","","","","","","","",""
"LongMethod_0","659","","","","","","","","","","","","",""
"LongParameterList_0","618","0.020234943050477","","0.023706552347329","0.0560586152052682","","","","","","","","",""
"MessageChains_0","659","","","","","","","","","","","","",""
"RefusedParentBequest_0","659","","","","","","","","","","","","",""
"SpaghettiCode_0","659","","","","","","","","","","","","",""
"SpeculativeGenerality_0","659","","","","","","","","","","","","",""
"SwissArmyKnife_0","659","","","","","","","","","","","","",""
"AntiSingleton_1","34","","","0","0.0147058823529412","","","","0.409313725490196","","","","",""
"Blob_1","0","","","","","","","","","","","","",""
"ClassDataShouldBePrivate_1","43","0","","","0.0232558139534884","","","","0.385658914728682","","","","",""
"ComplexClass_1","27","0.00168350168350168","","0.00336700336700337","","","","","0.0505050505050505","","","","",""
"LargeClass_1","0","","","","","","","","","","","","",""
"LazyClass_1","0","","","","","","","","","","","","",""
"LongMethod_1","0","","","","","","","","","","","","",""
"LongParameterList_1","41","0.0230352303523035","","0.0246612466124661","0.0995160665892373","","","","","","","","",""
"MessageChains_1","0","","","","","","","","","","","","",""
"RefusedParentBequest_1","0","","","","","","","","","","","","",""
"SpaghettiCode_1","0","","","","","","","","","","","","",""
"SpeculativeGenerality_1","0","","","","","","","","","","","","",""
"SwissArmyKnife_1","0","","","","","","","","","","","","",""
