"","n","AntiSingleton","Blob","ClassDataShouldBePrivate","ComplexClass","LargeClass","LazyClass","LongMethod","LongParameterList","MessageChains","RefusedParentBequest","SpaghettiCode","SpeculativeGenerality","SwissArmyKnife"
"AntiSingleton","7","","","1.43682083275262e-06","0.0529701610203946","","1","","0.346386913860388","","1","","",""
"Blob","0","","","","","","","","","","","","",""
"ClassDataShouldBePrivate","4","1.43682083275261e-06","","","0.212186826939241","","1","","0.58576455391742","","1","","",""
"ComplexClass","9","0.0529701610203946","","0.212186826939241","","","1","","0.38159962724135","","1","","",""
"LargeClass","0","","","","","","","","","","","","",""
"LazyClass","1","1","","1","1","","","","1","","1","","",""
"LongMethod","0","","","","","","","","","","","","",""
"LongParameterList","31","0.346386913860388","","0.58576455391742","0.38159962724135","","1","","","","0.583733988005251","","",""
"MessageChains","0","","","","","","","","","","","","",""
"RefusedParentBequest","5","1","","1","1","","1","","0.58373398800525","","","","",""
"SpaghettiCode","0","","","","","","","","","","","","",""
"SpeculativeGenerality","0","","","","","","","","","","","","",""
"SwissArmyKnife","0","","","","","","","","","","","","",""
