"","n","AntiSingleton","Blob","ClassDataShouldBePrivate","ComplexClass","LargeClass","LazyClass","LongMethod","LongParameterList","MessageChains","RefusedParentBequest","SpaghettiCode","SpeculativeGenerality","SwissArmyKnife"
"AntiSingleton","7","","","Inf","7.93343254266164","","0","","0","","0","","",""
"Blob","0","","","","","","","","","","","","",""
"ClassDataShouldBePrivate","4","Inf","","","5.89923037566564","","0","","0","","0","","",""
"ComplexClass","9","7.93343254266167","","5.89923037566554","","","0","","2.13040154009901","","0","","",""
"LargeClass","0","","","","","","","","","","","","",""
"LazyClass","1","0","","0","0","","","","0","","0","","",""
"LongMethod","0","","","","","","","","","","","","",""
"LongParameterList","31","0","","0","2.13040154009901","","0","","","","0","","",""
"MessageChains","0","","","","","","","","","","","","",""
"RefusedParentBequest","5","0","","0","0","","0","","0","","","","",""
"SpaghettiCode","0","","","","","","","","","","","","",""
"SpeculativeGenerality","0","","","","","","","","","","","","",""
"SwissArmyKnife","0","","","","","","","","","","","","",""
