"","Sum","Mean","SD","Var","Min","25%","Median","75%","Max","Skewness","Kurtosis","shapiro.p","ks.p"
"AntiSingleton",12,0.0141176470588235,0.118045469645227,0.0139347329037622,0,0,0,0,1,8.23696868650128,68.8476531424026,7.69824161759276e-53,8.18005395808452e-06
"Blob",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"ClassDataShouldBePrivate",16,0.0188235294117647,0.135981462783514,0.0184909582207441,0,0,0,0,1,7.08125586688394,51.1441846522782,1.90674714999096e-52,2.28867258859067e-05
"ComplexClass",44,0.0517647058823529,0.221682061354711,0.0491429363264741,0,0,0,0,1,4.04632826015159,17.3727723889014,3.23306270736275e-50,0
"LargeClass",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"LazyClass",17,0.02,0.140082425676849,0.01962308598351,0,0,0,0,1,6.85714285714286,48.0204081632653,2.36712915945416e-52,8.78732967390938e-06
"LongMethod",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"LongParameterList",75,0.0882352941176471,0.283803779617707,0.0805445853252962,0,0,0,0,1,2.90346474524519,9.43010752688172,2.82024704778244e-48,0
"MessageChains",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"RefusedParentBequest",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"SpaghettiCode",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"SpeculativeGenerality",1,0.00117647058823529,0.0342997170285018,0.00117647058823529,0,0,0,0,1,29.1032846575142,848.001177856302,3.20210776801293e-54,0
"SwissArmyKnife",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"NumOfAPs",165,0.194117647058824,0.456558783223614,0.208445922538627,0,0,0,0,3,2.39905065620664,8.61332647631887,1.71383485233541e-44,0
"LOC",79116,93.0776470588235,153.393275303951,23529.4969084736,3,19,42,103.75,1431,4.614540598285,31.1019173828724,7.27013187991604e-43,0
"all",32250,37.9411764705882,103.73858975571,10761.6950045036,0,0,5.5,32,1436,7.39214103138822,77.6114244659536,4.01388246064626e-47,0
