"","n","AntiSingleton","Blob","ClassDataShouldBePrivate","ComplexClass","LargeClass","LazyClass","LongMethod","LongParameterList","MessageChains","RefusedParentBequest","SpaghettiCode","SpeculativeGenerality","SwissArmyKnife"
"AntiSingleton","1","","","0","Inf","","","","0","","0","","",""
"Blob","0","","","","","","","","","","","","",""
"ClassDataShouldBePrivate","12","0","","","0","","","","0","","2.39249347358325","","",""
"ComplexClass","14","Inf","","0","","","","","6.13570627352126","","0","","",""
"LargeClass","0","","","","","","","","","","","","",""
"LazyClass","0","","","","","","","","","","","","",""
"LongMethod","0","","","","","","","","","","","","",""
"LongParameterList","5","0","","0","6.13570627352162","","","","","","0","","",""
"MessageChains","0","","","","","","","","","","","","",""
"RefusedParentBequest","13","0","","2.3924934735832","0","","","","0","","","","",""
"SpaghettiCode","0","","","","","","","","","","","","",""
"SpeculativeGenerality","0","","","","","","","","","","","","",""
"SwissArmyKnife","0","","","","","","","","","","","","",""
