"","Sum","Mean","SD","Var","Min","25%","Median","75%","Max","Skewness","Kurtosis","shapiro.p","ks.p"
"AntiSingleton",1,0.00636942675159236,0.0798086884467622,0.00636942675159236,0,0,0,0,1,12.4099319198943,155.00641025641,2.28458833765616e-27,1.87104222767465e-05
"Blob",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"ClassDataShouldBePrivate",1,0.00636942675159236,0.0798086884467622,0.00636942675159236,0,0,0,0,1,12.4099319198943,155.00641025641,2.28458833765616e-27,4.1308409648444e-07
"ComplexClass",3,0.0191082802547771,0.137343737763295,0.0188633023027927,0,0,0,0,1,7.02515578850845,50.3528138528139,1.27456745584547e-26,0.199487985336501
"LargeClass",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"LazyClass",3,0.0191082802547771,0.137343737763295,0.0188633023027927,0,0,0,0,1,7.02515578850845,50.3528138528139,1.27456745584547e-26,0.0901678748180352
"LongMethod",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"LongParameterList",11,0.0700636942675159,0.256071146001399,0.06557243181447,0,0,0,0,1,3.36868961741516,12.3480697384807,1.48716883466267e-24,4.16830745475494e-08
"MessageChains",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"RefusedParentBequest",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"SpaghettiCode",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"SpeculativeGenerality",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"SwissArmyKnife",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"NumOfAPs",19,0.121019108280255,0.346230960252923,0.119875877837661,0,0,0,0,2,2.77844592098847,10.1650501340124,4.53618352852805e-23,1.8043344596208e-12
"LOC",7826,49.8471337579618,54.0880295782262,2925.51494365507,2,20,39,62,450,4.30289896235139,28.4196072956357,1.79097598591972e-18,2.51590071609353e-06
"all",8695,55.3821656050955,86.0643419886933,7407.07096194676,3,13,35,66,788,5.48943812703375,41.0436609568898,3.7819253757233e-21,1.9700574505066e-10
