"","n","AntiSingleton","Blob","ClassDataShouldBePrivate","ComplexClass","LargeClass","LazyClass","LongMethod","LongParameterList","MessageChains","RefusedParentBequest","SpaghettiCode","SpeculativeGenerality","SwissArmyKnife"
"AntiSingleton","5","","0.948677340856166","0.789112601639012","0.771274716082889","","","","0.5453114596787","","0.846257154049107","","",""
"Blob","2","0.927718557749213","","0.8672088241543","0.0798652367390842","","","","0.702936484534743","","0.90444121063314","","",""
"ClassDataShouldBePrivate","20","0.761545084013086","0.888658812227018","","0.368820185041599","","","","0.781937819321002","","0.694147073127111","","",""
"ComplexClass","154","0.71911247449515","0.0267626216737245","0.205975235508046","","","","","1.08327395103314e-05","","0.861181064875455","","",""
"LargeClass","0","","","","","","","","","","","","",""
"LazyClass","0","","","","","","","","","","","","",""
"LongMethod","0","","","","","","","","","","","","",""
"LongParameterList","79","0.538531104635556","0.773357078978523","0.910019781159891","9.31552823476768e-08","","","","","","0.426221329276444","","",""
"MessageChains","0","","","","","","","","","","","","",""
"RefusedParentBequest","2","0.927718557749213","0.972957816859133","0.8672088241543","0.178939586987455","","","","0.702936484534743","","","","",""
"SpaghettiCode","0","","","","","","","","","","","","",""
"SpeculativeGenerality","0","","","","","","","","","","","","",""
"SwissArmyKnife","0","","","","","","","","","","","","",""
