"","Sum","Mean","SD","Var","Min","25%","Median","75%","Max","Skewness","Kurtosis","shapiro.p","ks.p"
"AntiSingleton",43,0.102137767220903,0.30318969391919,0.0919239904988123,0,0,0,0,1,2.62763282978715,7.90445428817522,3.9777071837072e-36,0
"Blob",2,0.00475059382422803,0.0688424497425193,0.0047392828865513,0,0,0,0,1,14.4050259725448,208.50477326969,2.73632389655153e-41,0
"ClassDataShouldBePrivate",1,0.00237529691211401,0.0487370178828579,0.00237529691211401,0,0,0,0,1,20.4451065282718,419.002380952381,1.54385794291483e-41,0
"ComplexClass",32,0.0760095011876485,0.265328619074514,0.0703992760999887,0,0,0,0,1,3.19976752449251,11.2385122107969,3.44145209940344e-37,0
"LargeClass",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"LazyClass",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"LongMethod",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"LongParameterList",11,0.0261282660332542,0.159706494736544,0.0255061644610338,0,0,0,0,1,5.94134299136314,36.2995565410199,1.02810961181826e-39,3.25959812486065e-05
"MessageChains",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"RefusedParentBequest",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"SpaghettiCode",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"SpeculativeGenerality",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"SwissArmyKnife",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"NumOfAPs",89,0.211401425178147,0.447706518345883,0.200441126569393,0,0,0,0,2,1.95592747633374,6.0188450724965,1.14708201261851e-32,0
"LOC",36106,85.7624703087886,114.956412516418,13214.976778645,3,26,51,93,1007,4.07688428009419,25.4925679927549,3.02956797105235e-30,0
"all",373,0.885985748218527,6.92348097761635,47.9345888474154,0,0,0,0,113,11.9427564593459,174.144562710857,2.88915534850445e-40,0
