"","Sum","Mean","SD","Var","Min","25%","Median","75%","Max","Skewness","Kurtosis","shapiro.p","ks.p"
"AntiSingleton",3,0.00496688741721854,0.0703591749200964,0.00495041349543672,0,0,0,0,1,14.0832640042664,199.338325013866,2.15639083637048e-47,0
"Blob",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"ClassDataShouldBePrivate",4,0.00662251655629139,0.0811761585240873,0.00658956871272775,0,0,0,0,1,12.1657990558231,149.006666666667,3.16276789701046e-47,1.11022302462516e-16
"ComplexClass",31,0.0513245033112583,0.220841675041366,0.0487710454350763,0,0,0,0,1,4.06669056966256,17.5379721893824,3.56311659237061e-44,0
"LargeClass",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"LazyClass",4,0.00662251655629139,0.0811761585240873,0.00658956871272775,0,0,0,0,1,12.1657990558231,149.006666666667,3.16276789701046e-47,2.44249065417534e-15
"LongMethod",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"LongParameterList",9,0.0149006622516556,0.121255825386964,0.0147029751902738,0,0,0,0,1,8.00788593584669,65.1262371615313,1.66008654167674e-46,1.4124956332684e-05
"MessageChains",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"RefusedParentBequest",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"SpaghettiCode",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"SpeculativeGenerality",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"SwissArmyKnife",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"NumOfAPs",51,0.0844370860927152,0.327546051119684,0.107286415604099,0,0,0,0,3,4.73482944571456,30.6443766751031,2.81910244151845e-43,0
"LOC",36214,59.9569536423841,67.6448250512197,4575.82235621012,5,18,40,75.25,536,3.16887205324976,17.614358076631,9.65637133765542e-32,0
"all",39,0.0645695364238411,1.08699670542788,1.18156183761106,0,0,0,0,25,20.8378442934226,465.42403965106,1.57720800835671e-47,0
