"","n","AntiSingleton","Blob","ClassDataShouldBePrivate","ComplexClass","LargeClass","LazyClass","LongMethod","LongParameterList","MessageChains","RefusedParentBequest","SpaghettiCode","SpeculativeGenerality","SwissArmyKnife"
"AntiSingleton","31","","","-0.0077003121748179","-0.644953173777315","","0.0032258064516129","","-0.62996878251821","","","","",""
"Blob","0","","","","","","","","","","","","",""
"ClassDataShouldBePrivate","26","0.00402930402930403","","","-0.794017094017094","","0.00317460317460317","","-0.74053724053724","","","","",""
"ComplexClass","12","-0.0921985815602837","","-0.116008105369807","","","0.00303951367781155","","-0.220111448834853","","","","",""
"LargeClass","0","","","","","","","","","","","","",""
"LazyClass","1","0.0823529411764706","","0.0588235294117647","0.179411764705882","","","","0.214705882352941","","","","",""
"LongMethod","0","","","","","","","","","","","","",""
"LongParameterList","47","-0.102692140686062","","-0.0314806773773339","0.0204805326385873","","0.00340136054421769","","","","","","",""
"MessageChains","0","","","","","","","","","","","","",""
"RefusedParentBequest","0","","","","","","","","","","","","",""
"SpaghettiCode","0","","","","","","","","","","","","",""
"SpeculativeGenerality","0","","","","","","","","","","","","",""
"SwissArmyKnife","0","","","","","","","","","","","","",""
