"","Sum","Mean","SD","Var","Min","25%","Median","75%","Max","Skewness","Kurtosis","shapiro.p","ks.p"
"AntiSingleton",10,0.0139275766016713,0.117272134219566,0.0137527534644118,0,0,0,0,1,8.29542791504967,69.8141242937853,1.08248586793767e-49,1.40614475671041e-05
"Blob",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"ClassDataShouldBePrivate",24,0.0334261838440111,0.179871996900073,0.0323539352688197,0,0,0,0,1,5.1914592167551,27.9512487992315,2.89025442699952e-48,2.51354492775135e-13
"ComplexClass",60,0.0835654596100279,0.276927938059384,0.0766890828778219,0,0,0,0,1,3.00962656769922,10.057852077001,1.64396946655766e-45,0
"LargeClass",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"LazyClass",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"LongMethod",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"LongParameterList",30,0.0417827298050139,0.200231797703326,0.0400927728115057,0,0,0,0,1,4.58005873155532,21.9769379844961,9.69684327535032e-48,0
"MessageChains",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"RefusedParentBequest",2,0.00278551532033426,0.0527411638260713,0.0027816303617285,0,0,0,0,1,18.8680362861663,357.002793296089,8.71795470988086e-51,0
"SpaghettiCode",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"SpeculativeGenerality",1,0.00139275766016713,0.0373196685431038,0.00139275766016713,0,0,0,0,1,26.7395099936431,716.001394700139,5.68066799246752e-51,0
"SwissArmyKnife",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"NumOfAPs",127,0.176880222841226,0.426683574399943,0.182058872662712,0,0,0,0,2,2.36725624771755,8.03006342309047,4.41602042317644e-42,0
"LOC",33416,46.5403899721448,60.2932666535233,3635.27800375287,1,15,29,56,707,4.96975957415612,41.8401549752417,5.69637321560477e-38,0
"all",2459,3.42479108635097,10.5170008292122,110.60730644165,0,0,0,2,113,5.68994986814664,43.5944688956221,2.30853999236553e-44,0
