"","n","AntiSingleton","Blob","ClassDataShouldBePrivate","ComplexClass","LargeClass","LazyClass","LongMethod","LongParameterList","MessageChains","RefusedParentBequest","SpaghettiCode","SpeculativeGenerality","SwissArmyKnife"
"AntiSingleton","26","","","-4.32152117545386e-05","-0.0369490060501297","","0.00790838375108038","","-0.0584269662921348","","","","",""
"Blob","0","","","","","","","","","","","","",""
"ClassDataShouldBePrivate","30","-0.0105342362678706","","","-0.0165161775771257","","0.04627539503386","","-0.120052671181339","","","","",""
"ComplexClass","51","-0.105519664513204","","-0.101938116286977","","","-0.0346367448713589","","-0.233979372095659","","","","",""
"LargeClass","0","","","","","","","","","","","","",""
"LazyClass","11","-0.0344550477147162","","0.0773480662983425","-0.127875439477649","","","","0.0382722250125565","","","","",""
"LongMethod","0","","","","","","","","","","","","",""
"LongParameterList","70","-0.0627152988855117","","-0.0390070921985816","-0.166599121918271","","0.017274569402229","","","","","","",""
"MessageChains","0","","","","","","","","","","","","",""
"RefusedParentBequest","0","","","","","","","","","","","","",""
"SpaghettiCode","0","","","","","","","","","","","","",""
"SpeculativeGenerality","0","","","","","","","","","","","","",""
"SwissArmyKnife","0","","","","","","","","","","","","",""
