"","n","AntiSingleton","Blob","ClassDataShouldBePrivate","ComplexClass","LargeClass","LazyClass","LongMethod","LongParameterList","MessageChains","RefusedParentBequest","SpaghettiCode","SpeculativeGenerality","SwissArmyKnife"
"AntiSingleton","26","","","1","0.690899809898468","","0.848517997655936","","0.476975798253175","","","","",""
"Blob","0","","","","","","","","","","","","",""
"ClassDataShouldBePrivate","30","0.805430657897627","","","0.84908592408366","","0.22878932180333","","0.117159387615836","","","","",""
"ComplexClass","51","0.00142546629081629","","0.00786016909620431","","","0.24577304305685","","8.32384194827095e-05","","","","",""
"LargeClass","0","","","","","","","","","","","","",""
"LazyClass","11","0.621739527141277","","0.338546646051334","0.366540990279646","","","","0.760384372277457","","","","",""
"LongMethod","0","","","","","","","","","","","","",""
"LongParameterList","70","0.0280774001508518","","0.238721778056253","0.00408856555172515","","0.502555229667479","","","","","","",""
"MessageChains","0","","","","","","","","","","","","",""
"RefusedParentBequest","0","","","","","","","","","","","","",""
"SpaghettiCode","0","","","","","","","","","","","","",""
"SpeculativeGenerality","0","","","","","","","","","","","","",""
"SwissArmyKnife","0","","","","","","","","","","","","",""
