"","Sum","Mean","SD","Var","Min","25%","Median","75%","Max","Skewness","Kurtosis","shapiro.p","ks.p"
"AntiSingleton",5,0.0241545893719807,0.15390116380043,0.0236855682191267,0,0,0,0,1,6.19877023894639,39.4247524752475,9.85490612242914e-30,0.0189568614272158
"Blob",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"ClassDataShouldBePrivate",5,0.0241545893719807,0.15390116380043,0.0236855682191267,0,0,0,0,1,6.19877023894639,39.4247524752475,9.85490612242914e-30,0.000339375427957478
"ComplexClass",7,0.0338164251207729,0.18119459346178,0.0328314806997796,0,0,0,0,1,5.15814196890979,27.6064285714286,2.95550062257977e-29,0.000200779140475227
"LargeClass",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"LazyClass",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"LongMethod",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"LongParameterList",9,0.0434782608695652,0.204425499190514,0.0417897847192908,0,0,0,0,1,4.47721504346782,21.0454545454545,8.06034090791746e-29,3.23757549935966e-06
"MessageChains",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"RefusedParentBequest",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"SpaghettiCode",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"SpeculativeGenerality",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"SwissArmyKnife",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"NumOfAPs",26,0.1256038647343,0.398628105615915,0.158904366586933,0,0,0,0,2,3.32290890449021,13.7386138869181,1.16406902408732e-26,0
"LOC",10863,52.4782608695652,48.8644674134644,2387.73617560152,4,17,37,69,250,1.76064091213642,6.21332972564877,5.00650132363492e-15,2.76772437346473e-05
"all",96,0.463768115942029,2.4785274567242,6.14309835373575,0,0,0,0,28,8.01380290244169,79.717674510486,4.72491777333701e-29,0
