"","n","AntiSingleton","Blob","ClassDataShouldBePrivate","ComplexClass","LargeClass","LazyClass","LongMethod","LongParameterList","MessageChains","RefusedParentBequest","SpaghettiCode","SpeculativeGenerality","SwissArmyKnife"
"AntiSingleton","67","","","0.754544054133481","0.00104976587902634","","","","0.0196705094375849","","","","",""
"Blob","0","","","","","","","","","","","","",""
"ClassDataShouldBePrivate","17","0.35143958244214","","","0.887129136161632","","","","0.025997655290113","","","","",""
"ComplexClass","14","0.290237963180157","","0.0102317717765829","","","","","0.0169543560754908","","","","",""
"LargeClass","0","","","","","","","","","","","","",""
"LazyClass","0","","","","","","","","","","","","",""
"LongMethod","0","","","","","","","","","","","","",""
"LongParameterList","12","0.00647166876395822","","0.304113125606664","0.534982949472889","","","","","","","","",""
"MessageChains","0","","","","","","","","","","","","",""
"RefusedParentBequest","0","","","","","","","","","","","","",""
"SpaghettiCode","0","","","","","","","","","","","","",""
"SpeculativeGenerality","0","","","","","","","","","","","","",""
"SwissArmyKnife","0","","","","","","","","","","","","",""
