"","n","AntiSingleton","Blob","ClassDataShouldBePrivate","ComplexClass","LargeClass","LazyClass","LongMethod","LongParameterList","MessageChains","RefusedParentBequest","SpaghettiCode","SpeculativeGenerality","SwissArmyKnife"
"AntiSingleton_0","180","","","0.041796398046398","0.173524114774115","","","","0.040489417989418","","","","",""
"Blob_0","247","","","","","","","","","","","","",""
"ClassDataShouldBePrivate_0","230","0.196812601294698","","","0.22294860084502","","","","0.0436438923395445","","","","",""
"ComplexClass_0","233","0.20089452750397","","0.0426967881903504","","","","","0.0521663601062743","","","","",""
"LargeClass_0","247","","","","","","","","","","","","",""
"LazyClass_0","247","","","","","","","","","","","","",""
"LongMethod_0","247","","","","","","","","","","","","",""
"LongParameterList_0","235","0.190497439565024","","0.0415887304185177","0.220900049053991","","","","","","","","",""
"MessageChains_0","247","","","","","","","","","","","","",""
"RefusedParentBequest_0","247","","","","","","","","","","","","",""
"SpaghettiCode_0","247","","","","","","","","","","","","",""
"SpeculativeGenerality_0","247","","","","","","","","","","","","",""
"SwissArmyKnife_0","247","","","","","","","","","","","","",""
"AntiSingleton_1","67","","","0.0462686567164179","0.353888122413144","","","","0.0932835820895522","","","","",""
"Blob_1","0","","","","","","","","","","","","",""
"ClassDataShouldBePrivate_1","17","0.274509803921569","","","0.215686274509804","","","","0.205882352941176","","","","",""
"ComplexClass_1","14","0.223224289715886","","0.0482142857142857","","","","","0.0988095238095238","","","","",""
"LargeClass_1","0","","","","","","","","","","","","",""
"LazyClass_1","0","","","","","","","","","","","","",""
"LongMethod_1","0","","","","","","","","","","","","",""
"LongParameterList_1","12","0.430555555555556","","0.0708333333333333","0.252777777777778","","","","","","","","",""
"MessageChains_1","0","","","","","","","","","","","","",""
"RefusedParentBequest_1","0","","","","","","","","","","","","",""
"SpaghettiCode_1","0","","","","","","","","","","","","",""
"SpeculativeGenerality_1","0","","","","","","","","","","","","",""
"SwissArmyKnife_1","0","","","","","","","","","","","","",""
