"","n","AntiSingleton","Blob","ClassDataShouldBePrivate","ComplexClass","LargeClass","LazyClass","LongMethod","LongParameterList","MessageChains","RefusedParentBequest","SpaghettiCode","SpeculativeGenerality","SwissArmyKnife"
"AntiSingleton_0","402","","","","","","","","","","","","",""
"Blob_0","402","","","","","","","","","","","","",""
"ClassDataShouldBePrivate_0","401","","","","0.125423475111754","","","","0.212983078849662","","","","",""
"ComplexClass_0","380","","","0.000328947368421053","","","","","0.194630512031828","","","","",""
"LargeClass_0","402","","","","","","","","","","","","",""
"LazyClass_0","402","","","","","","","","","","","","",""
"LongMethod_0","402","","","","","","","","","","","","",""
"LongParameterList_0","332","","","0","0.103496453345851","","","","","","","","",""
"MessageChains_0","402","","","","","","","","","","","","",""
"RefusedParentBequest_0","402","","","","","","","","","","","","",""
"SpaghettiCode_0","402","","","","","","","","","","","","",""
"SpeculativeGenerality_0","402","","","","","","","","","","","","",""
"SwissArmyKnife_0","402","","","","","","","","","","","","",""
"AntiSingleton_1","0","","","","","","","","","","","","",""
"Blob_1","0","","","","","","","","","","","","",""
"ClassDataShouldBePrivate_1","1","","","","0.5","","","","1","","","","",""
"ComplexClass_1","22","","","0.000516528925619835","","","","","0.565755456664548","","","","",""
"LargeClass_1","0","","","","","","","","","","","","",""
"LazyClass_1","0","","","","","","","","","","","","",""
"LongMethod_1","0","","","","","","","","","","","","",""
"LongParameterList_1","70","","","0.00194805194805195","0.234771300128443","","","","","","","","",""
"MessageChains_1","0","","","","","","","","","","","","",""
"RefusedParentBequest_1","0","","","","","","","","","","","","",""
"SpaghettiCode_1","0","","","","","","","","","","","","",""
"SpeculativeGenerality_1","0","","","","","","","","","","","","",""
"SwissArmyKnife_1","0","","","","","","","","","","","","",""
