"","Sum","Mean","SD","Var","Min","25%","Median","75%","Max","Skewness","Kurtosis","shapiro.p","ks.p"
"AntiSingleton",6,0.018018018018018,0.133216599284682,0.0177466623249756,0,0,0,0,1,7.24695443782098,53.5183486238532,1.22583021854546e-36,0.00154035825303933
"Blob",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"ClassDataShouldBePrivate",6,0.018018018018018,0.133216599284682,0.0177466623249756,0,0,0,0,1,7.24695443782098,53.5183486238532,1.22583021854546e-36,0.0443309873476569
"ComplexClass",19,0.0570570570570571,0.23230067188102,0.0539636021563732,0,0,0,0,1,3.81927026323273,15.5868253436138,1.40646230305926e-34,1.73194791841524e-13
"LargeClass",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"LazyClass",2,0.00600600600600601,0.0773816233124496,0.00598791562646984,0,0,0,0,1,12.786948122835,164.506042296072,1.63409085251288e-37,9.03623942338783e-09
"LongMethod",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"LongParameterList",11,0.033033033033033,0.178991793550833,0.0320380621585441,0,0,0,0,1,5.22559936881986,28.3068887634105,9.31968833713092e-36,2.53841465258642e-06
"MessageChains",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"RefusedParentBequest",2,0.00600600600600601,0.0773816233124496,0.00598791562646984,0,0,0,0,1,12.786948122835,164.506042296072,1.63409085251288e-37,1.09819517923881e-08
"SpaghettiCode",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"SpeculativeGenerality",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"SwissArmyKnife",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"NumOfAPs",46,0.138138138138138,0.386697656116404,0.149535077245921,0,0,0,0,3,3.15865858306787,15.2319064877015,6.16543492924377e-32,0
"LOC",23812,71.5075075075075,140.060499312133,19616.9434675639,3,21,42,78,2181,10.8528827649017,157.147284977398,6.28329631376983e-33,0
"all",169,0.507507507507508,3.91753519726126,15.3470820217808,0,0,0,0,55,10.3131003868676,125.641866064221,1.26046961047335e-36,0
