"","n","AntiSingleton","Blob","ClassDataShouldBePrivate","ComplexClass","LargeClass","LazyClass","LongMethod","LongParameterList","MessageChains","RefusedParentBequest","SpaghettiCode","SpeculativeGenerality","SwissArmyKnife"
"AntiSingleton_0","148","","","","0.127346191218142","","","","0.0750535507395264","","","","",""
"Blob_0","152","","","","","","","","","","","","",""
"ClassDataShouldBePrivate_0","152","","","","","","","","","","","","",""
"ComplexClass_0","146","0.0547945205479452","","","","","","","0.0681790248675481","","","","",""
"LargeClass_0","152","","","","","","","","","","","","",""
"LazyClass_0","152","","","","","","","","","","","","",""
"LongMethod_0","152","","","","","","","","","","","","",""
"LongParameterList_0","147","0.054421768707483","","","0.125378024718493","","","","","","","","",""
"MessageChains_0","152","","","","","","","","","","","","",""
"RefusedParentBequest_0","152","","","","","","","","","","","","",""
"SpaghettiCode_0","152","","","","","","","","","","","","",""
"SpeculativeGenerality_0","152","","","","","","","","","","","","",""
"SwissArmyKnife_0","152","","","","","","","","","","","","",""
"AntiSingleton_1","4","","","","0","","","","0","","","","",""
"Blob_1","0","","","","","","","","","","","","",""
"ClassDataShouldBePrivate_1","0","","","","","","","","","","","","",""
"ComplexClass_1","6","0","","","","","","","0.19229797979798","","","","",""
"LargeClass_1","0","","","","","","","","","","","","",""
"LazyClass_1","0","","","","","","","","","","","","",""
"LongMethod_1","0","","","","","","","","","","","","",""
"LongParameterList_1","5","0","","","0.0833333333333333","","","","","","","","",""
"MessageChains_1","0","","","","","","","","","","","","",""
"RefusedParentBequest_1","0","","","","","","","","","","","","",""
"SpaghettiCode_1","0","","","","","","","","","","","","",""
"SpeculativeGenerality_1","0","","","","","","","","","","","","",""
"SwissArmyKnife_1","0","","","","","","","","","","","","",""
