"","n","AntiSingleton","Blob","ClassDataShouldBePrivate","ComplexClass","LargeClass","LazyClass","LongMethod","LongParameterList","MessageChains","RefusedParentBequest","SpaghettiCode","SpeculativeGenerality","SwissArmyKnife"
"AntiSingleton","5","","","1","0.28112667331555","","1","","0.193483165006571","","","","1",""
"Blob","0","","","","","","","","","","","","",""
"ClassDataShouldBePrivate","31","1","","","0.714733479817412","","1","","0.805233456537778","","","","1",""
"ComplexClass","52","0.281126673315549","","0.714733479817413","","","0.39350140942389","","7.05588623194228e-05","","","","1",""
"LargeClass","0","","","","","","","","","","","","",""
"LazyClass","24","1","","1","0.393501409423889","","","","0.0222706789117636","","","","1",""
"LongMethod","0","","","","","","","","","","","","",""
"LongParameterList","135","0.193483165006572","","0.805233456537779","7.05588623194229e-05","","0.0222706789117636","","","","","","1",""
"MessageChains","0","","","","","","","","","","","","",""
"RefusedParentBequest","0","","","","","","","","","","","","",""
"SpaghettiCode","0","","","","","","","","","","","","",""
"SpeculativeGenerality","1","1","","1","1","","1","","1","","","","",""
"SwissArmyKnife","0","","","","","","","","","","","","",""
