"","n","AntiSingleton","Blob","ClassDataShouldBePrivate","ComplexClass","LargeClass","LazyClass","LongMethod","LongParameterList","MessageChains","RefusedParentBequest","SpaghettiCode","SpeculativeGenerality","SwissArmyKnife"
"AntiSingleton","5","","","0","3.71486412187271","","0","","3.39136772863846","","","","0",""
"Blob","0","","","","","","","","","","","","",""
"ClassDataShouldBePrivate","31","0","","","0.48006732870513","","0","","0.739860700905575","","","","0",""
"ComplexClass","52","3.71486412187338","","0.48006732870513","","","0","","3.51968882072005","","","","0",""
"LargeClass","0","","","","","","","","","","","","",""
"LazyClass","24","0","","0","0","","","","0","","","","0",""
"LongMethod","0","","","","","","","","","","","","",""
"LongParameterList","135","3.39136772863847","","0.73986070090558","3.51968882072004","","0","","","","","","0",""
"MessageChains","0","","","","","","","","","","","","",""
"RefusedParentBequest","0","","","","","","","","","","","","",""
"SpaghettiCode","0","","","","","","","","","","","","",""
"SpeculativeGenerality","1","0","","0","0","","0","","0","","","","",""
"SwissArmyKnife","0","","","","","","","","","","","","",""
