"","Sum","Mean","SD","Var","Min","25%","Median","75%","Max","Skewness","Kurtosis","shapiro.p","ks.p"
"AntiSingleton",7,0.0445859872611465,0.207053475211734,0.0428711415972562,0,0,0,0,1,4.41307580891583,20.4752380952381,1.74410642698639e-25,3.51452745543934e-05
"Blob",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"ClassDataShouldBePrivate",4,0.0254777070063694,0.158075143847478,0.0249877511024008,0,0,0,0,1,6.0229680217356,37.2761437908497,2.62064099365491e-26,0.0438081605118973
"ComplexClass",9,0.0573248407643312,0.233206143445063,0.0543851053405194,0,0,0,0,1,3.80857653924078,15.5052552552553,5.31273022640487e-25,2.75663335935761e-07
"LargeClass",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"LazyClass",1,0.00636942675159236,0.0798086884467622,0.00636942675159236,0,0,0,0,1,12.4099319198943,155.00641025641,2.28458833765616e-27,0.000337860059855477
"LongMethod",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"LongParameterList",31,0.197452229299363,0.399350280758375,0.159480646741793,0,0,0,0,1,1.52004864233484,3.310547875064,3.22148571325837e-21,6.83342271656784e-13
"MessageChains",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"RefusedParentBequest",8,0.0509554140127389,0.354389658498423,0.125592030050629,0,0,0,0,4,9.38918093212257,100.798140645054,1.74671770144734e-26,2.4535928844216e-13
"SpaghettiCode",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"SpeculativeGenerality",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"SwissArmyKnife",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"NumOfAPs",60,0.382165605095541,0.66539974342721,0.442756818552997,0,0,0,1,4,2.1402049821587,9.0251359918558,8.99026892267908e-19,5.66102720256367e-13
"LOC",10803,68.8089171974522,70.4072524817234,4957.18120202515,6,21,47,84,460,2.34619807984381,10.4026091975569,1.17819461800456e-14,3.79816950942802e-05
"all",98,0.624203821656051,3.6434240248504,13.2745386248571,0,0,0,0,41,9.20136312192712,98.5235130816099,4.73268556684859e-26,0
