"","Sum","Mean","SD","Var","Min","25%","Median","75%","Max","Skewness","Kurtosis","shapiro.p","ks.p"
"AntiSingleton",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"Blob",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"ClassDataShouldBePrivate",1,0.00404858299595142,0.0636284762975778,0.00404858299595142,0,0,0,0,1,15.6206294700518,245.00406504065,2.28042800408098e-33,4.55114746999996e-08
"ComplexClass",17,0.0688259109311741,0.253671892253341,0.0643494289193904,0,0,0,0,1,3.40636533686335,12.6033248081841,5.03977880632279e-30,3.0767610681437e-12
"LargeClass",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"LazyClass",2,0.00809716599190283,0.089801173060226,0.00806425068299266,0,0,0,0,1,10.9776210202988,121.508163265306,4.82718916635882e-33,0.000271979839529202
"LongMethod",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"LongParameterList",46,0.186234817813765,0.390086494372383,0.152167473091735,0,0,0,0,1,1.61196182919582,3.59842093878434,1.95225732500537e-26,0
"MessageChains",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"RefusedParentBequest",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"SpaghettiCode",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"SpeculativeGenerality",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"SwissArmyKnife",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"NumOfAPs",66,0.267206477732794,0.51939760475746,0.269773871827787,0,0,0,0,2,1.80492177093722,5.38103381501672,8.39736172589337e-25,0
"LOC",18752,75.919028340081,97.7753019790827,9560.00967710082,5,19,43,90,723,3.66516088116423,20.5027494882132,5.75808546330089e-23,3.58157947744075e-12
"all",5617,22.7408906882591,61.1864874623796,3743.78624798394,0,0,0,19.5,555,4.97207344867576,33.895350432554,1.19762658222571e-27,0
