"","n","AntiSingleton","Blob","ClassDataShouldBePrivate","ComplexClass","LargeClass","LazyClass","LongMethod","LongParameterList","MessageChains","RefusedParentBequest","SpaghettiCode","SpeculativeGenerality","SwissArmyKnife"
"AntiSingleton","8","","","0.729924904701991","0.29738527083961","","","","0.461059188981798","","","","",""
"Blob","0","","","","","","","","","","","","",""
"ClassDataShouldBePrivate","24","","","","0.000156417284209028","","","","1.97494091787021e-06","","","","",""
"ComplexClass","108","","","1.88411526202202e-07","","","","","3.62533342142389e-08","","","","",""
"LargeClass","0","","","","","","","","","","","","",""
"LazyClass","0","","","","","","","","","","","","",""
"LongMethod","0","","","","","","","","","","","","",""
"LongParameterList","80","","","4.8480401081692e-08","5.89071765015087e-07","","","","","","","","",""
"MessageChains","0","","","","","","","","","","","","",""
"RefusedParentBequest","0","","","","","","","","","","","","",""
"SpaghettiCode","0","","","","","","","","","","","","",""
"SpeculativeGenerality","0","","","","","","","","","","","","",""
"SwissArmyKnife","0","","","","","","","","","","","","",""
