"Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-1.86020144735279,0.165485772428834,-11.2408542441481,2.56884434864092e-29
"sloc",0.00959484814105724,0.000802663282642785,11.9537648582429,6.20492565040771e-33
"AntiSingleton",-36.1755098297123,15165341.3348116,-2.38540689794251e-06,0.999998096720665
"ClassDataShouldBePrivate",-35.8422982914244,22369621.3333333,-1.60227559319546e-06,0.999998721569042
"ComplexClass",-37.6880132914091,27969113.6340439,-1.34748686656753e-06,0.999998924861033
"LongParameterList",-36.7719471153686,20563449.8780727,-1.78821877327984e-06,0.999998573207849
"AntiSingleton:ClassDataShouldBePrivate",34.6758809279135,50980792.1639437,6.80175404422964e-07,0.999999457298546
"AntiSingleton:ComplexClass",37.5670690171769,74268826.0486584,5.05825539676153e-07,0.999999596409611
"(Intercept)",-1.93342556172258,0.167253110749874,-11.5598780378681,6.5802180071306e-31
"sloc",0.00774094521890759,0.00081714047351578,9.47321234206141,2.71367283205854e-21
