"","Sum","Mean","SD","Var","Min","25%","Median","75%","Max","Skewness","Kurtosis","shapiro.p","ks.p"
"AntiSingleton",9,0.0245901639344262,0.15508449773344,0.0240512014372333,0,0,0,0,1,6.13937103868957,38.6918767507003,1.20550400745599e-37,0.000558854751108617
"Blob",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"ClassDataShouldBePrivate",5,0.0136612021857923,0.116238936596205,0.0135114903810165,0,0,0,0,1,8.37937052620974,71.2138504155125,2.32631568542226e-38,0.00042269262222383
"ComplexClass",24,0.0655737704918033,0.24787441312082,0.061441724679991,0,0,0,0,1,3.51001074622237,13.3201754385965,1.45005276022639e-35,0
"LargeClass",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"LazyClass",1,0.00273224043715847,0.0522708373489317,0.00273224043715847,0,0,0,0,1,19.0526307822838,364.002739726027,2.83734849299695e-39,0
"LongMethod",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"LongParameterList",12,0.0327868852459016,0.178322144823298,0.0317987873343813,0,0,0,0,1,5.24727532202044,28.5338983050847,3.59286379702247e-37,5.99416678181974e-07
"MessageChains",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"RefusedParentBequest",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"SpaghettiCode",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"SpeculativeGenerality",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"SwissArmyKnife",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"NumOfAPs",51,0.139344262295082,0.418390401101784,0.175050527734112,0,0,0,0,3,3.34509520837137,15.2092665279013,1.33021495623729e-33,0
"LOC",21829,59.6420765027322,63.347186680498,4012.86606033386,2,18,39,73,474,2.4742170939575,11.4207810533811,1.84444325624659e-23,3.63832297622935e-11
"all",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
