"","n","AntiSingleton","Blob","ClassDataShouldBePrivate","ComplexClass","LargeClass","LazyClass","LongMethod","LongParameterList","MessageChains","RefusedParentBequest","SpaghettiCode","SpeculativeGenerality","SwissArmyKnife"
"AntiSingleton_0","119","","","0.0335534213685474","0.0739595838335334","","","","0.220178980683182","","","","",""
"Blob_0","124","","","","","","","","","","","","",""
"ClassDataShouldBePrivate_0","117","0.00341880341880342","","","0.0718050468050468","","","","0.217105117105117","","","","",""
"ComplexClass_0","118","0.00338983050847458","","0.0317191283292978","","","","","0.214225181598063","","","","",""
"LargeClass_0","124","","","","","","","","","","","","",""
"LazyClass_0","124","","","","","","","","","","","","",""
"LongMethod_0","124","","","","","","","","","","","","",""
"LongParameterList_0","101","0.00396039603960396","","0.0321074964639321","0.0715464403583215","","","","","","","","",""
"MessageChains_0","124","","","","","","","","","","","","",""
"RefusedParentBequest_0","124","","","","","","","","","","","","",""
"SpaghettiCode_0","124","","","","","","","","","","","","",""
"SpeculativeGenerality_0","124","","","","","","","","","","","","",""
"SwissArmyKnife_0","124","","","","","","","","","","","","",""
"AntiSingleton_1","5","","","0","0","","","","0","","","","",""
"Blob_1","0","","","","","","","","","","","","",""
"ClassDataShouldBePrivate_1","7","0","","","0.0571428571428571","","","","0.114285714285714","","","","",""
"ComplexClass_1","6","0","","0.0416666666666667","","","","","0.153787878787879","","","","",""
"LargeClass_1","0","","","","","","","","","","","","",""
"LazyClass_1","0","","","","","","","","","","","","",""
"LongMethod_1","0","","","","","","","","","","","","",""
"LongParameterList_1","23","0","","0.0326086956521739","0.0684782608695652","","","","","","","","",""
"MessageChains_1","0","","","","","","","","","","","","",""
"RefusedParentBequest_1","0","","","","","","","","","","","","",""
"SpaghettiCode_1","0","","","","","","","","","","","","",""
"SpeculativeGenerality_1","0","","","","","","","","","","","","",""
"SwissArmyKnife_1","0","","","","","","","","","","","","",""
