"","n","AntiSingleton","Blob","ClassDataShouldBePrivate","ComplexClass","LargeClass","LazyClass","LongMethod","LongParameterList","MessageChains","RefusedParentBequest","SpaghettiCode","SpeculativeGenerality","SwissArmyKnife"
"AntiSingleton","0","","","","","","","","","","","","",""
"Blob","0","","","","","","","","","","","","",""
"ClassDataShouldBePrivate","3","","","","0.46216756716452","","0.728843400563625","","0.455890867267677","","","","",""
"ComplexClass","20","","","0.342377803211737","","","0.342383405350854","","0.721329948716222","","","","",""
"LargeClass","0","","","","","","","","","","","","",""
"LazyClass","5","","","0.649223057796809","0.339144840267514","","","","2.87419323139996e-07","","","","",""
"LongMethod","0","","","","","","","","","","","","",""
"LongParameterList","14","","","0.433318433085294","0.638408822009168","","0.552486176193396","","","","","","",""
"MessageChains","0","","","","","","","","","","","","",""
"RefusedParentBequest","0","","","","","","","","","","","","",""
"SpaghettiCode","0","","","","","","","","","","","","",""
"SpeculativeGenerality","0","","","","","","","","","","","","",""
"SwissArmyKnife","0","","","","","","","","","","","","",""
