"","n","AntiSingleton","Blob","ClassDataShouldBePrivate","ComplexClass","LargeClass","LazyClass","LongMethod","LongParameterList","MessageChains","RefusedParentBequest","SpaghettiCode","SpeculativeGenerality","SwissArmyKnife"
"AntiSingleton",25,1,17,6,0,0,0,3,0,1,0,0,0,0
"Blob",1,0,0,2,0,1,0,0,0,0,0,0,0,0
"ClassDataShouldBePrivate",17,0,0,4,0,0,0,4,0,0,0,0,0,0
"ComplexClass",6,2,4,0,0,0,0,40,0,2,0,0,0,0
"LargeClass",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LazyClass",0,1,0,0,0,0,0,0,0,3,0,0,0,0
"LongMethod",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LongParameterList",3,0,4,40,0,0,0,0,0,0,0,0,0,0
"MessageChains",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RefusedParentBequest",1,0,0,2,0,3,0,0,0,0,0,1,0,0
"SpaghettiCode",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SpeculativeGenerality",0,0,0,0,0,0,0,0,0,1,0,0,0,0
"SwissArmyKnife",0,0,0,0,0,0,0,0,0,0,0,0,0,0
