"","n","AntiSingleton","Blob","ClassDataShouldBePrivate","ComplexClass","LargeClass","LazyClass","LongMethod","LongParameterList","MessageChains","RefusedParentBequest","SpaghettiCode","SpeculativeGenerality","SwissArmyKnife"
"AntiSingleton","25","","0.0486525904586089","7.10566589203833e-26","0.00122138747447003","","1","","1","","0.160545488949555","","1",""
"Blob","4","0.0486525904586084","","1","0.0144577051798946","","0.142379043645759","","1","","1","","1",""
"ClassDataShouldBePrivate","38","7.10566589203832e-26","1","","0.125162759066242","","0.399229207996152","","0.809978163851858","","1","","1",""
"ComplexClass","103","0.00122138747447004","0.0144577051798946","0.125162759066242","","","0.0306906538776951","","1.34325243375939e-11","","0.157579718963033","","1",""
"LargeClass","0","","","","","","","","","","","","",""
"LazyClass","76","1","0.142379043645761","0.399229207996152","0.0306906538776951","","","","3.4500880951486e-05","","0.013833101427923","","1",""
"LongMethod","0","","","","","","","","","","","","",""
"LongParameterList","266","1","1","0.809978163851858","1.34325243375939e-11","","3.45008809514859e-05","","","","0.238502539698918","","1",""
"MessageChains","0","","","","","","","","","","","","",""
"RefusedParentBequest","14","0.160545488949556","1","1","0.157579718963033","","0.013833101427923","","0.238502539698919","","","","0.00693412580485392",""
"SpaghettiCode","0","","","","","","","","","","","","",""
"SpeculativeGenerality","1","1","1","1","1","","1","","1","","0.00693412580485351","","",""
"SwissArmyKnife","0","","","","","","","","","","","","",""
