"","n","AntiSingleton","Blob","ClassDataShouldBePrivate","ComplexClass","LargeClass","LazyClass","LongMethod","LongParameterList","MessageChains","RefusedParentBequest","SpaghettiCode","SpeculativeGenerality","SwissArmyKnife"
"AntiSingleton","12","","","20.8255049802887","6.4478103563448","","0","","0","","","","0",""
"Blob","0","","","","","","","","","","","","",""
"ClassDataShouldBePrivate","16","20.8255049802887","","","2.68919933608054","","0","","3.5734642964312","","","","0",""
"ComplexClass","44","6.4478103563448","","2.68919933608062","","","0","","3.34565670550318","","","","0",""
"LargeClass","0","","","","","","","","","","","","",""
"LazyClass","17","0","","0","0","","","","0","","","","0",""
"LongMethod","0","","","","","","","","","","","","",""
"LongParameterList","75","0","","3.5734642964312","3.34565670550316","","0","","","","","","0",""
"MessageChains","0","","","","","","","","","","","","",""
"RefusedParentBequest","0","","","","","","","","","","","","",""
"SpaghettiCode","0","","","","","","","","","","","","",""
"SpeculativeGenerality","1","0","","0","0","","0","","0","","","","",""
"SwissArmyKnife","0","","","","","","","","","","","","",""
