"","n","AntiSingleton","Blob","ClassDataShouldBePrivate","ComplexClass","LargeClass","LazyClass","LongMethod","LongParameterList","MessageChains","RefusedParentBequest","SpaghettiCode","SpeculativeGenerality","SwissArmyKnife"
"AntiSingleton","11","","","0.000427365777336403","0.127097317213401","","","","1","","","","1",""
"Blob","0","","","","","","","","","","","","",""
"ClassDataShouldBePrivate","17","0.000427365777336401","","","0.253545538169305","","","","1","","","","1",""
"ComplexClass","65","0.127097317213401","","0.253545538169305","","","","","6.05082256338184e-15","","","","1",""
"LargeClass","0","","","","","","","","","","","","",""
"LazyClass","0","","","","","","","","","","","","",""
"LongMethod","0","","","","","","","","","","","","",""
"LongParameterList","172","1","","1","6.05082256338187e-15","","","","","","","","1",""
"MessageChains","0","","","","","","","","","","","","",""
"RefusedParentBequest","0","","","","","","","","","","","","",""
"SpaghettiCode","0","","","","","","","","","","","","",""
"SpeculativeGenerality","1","1","","1","1","","","","1","","","","",""
"SwissArmyKnife","0","","","","","","","","","","","","",""
