"","n","AntiSingleton","Blob","ClassDataShouldBePrivate","ComplexClass","LargeClass","LazyClass","LongMethod","LongParameterList","MessageChains","RefusedParentBequest","SpaghettiCode","SpeculativeGenerality","SwissArmyKnife"
"AntiSingleton","8","","","4.43320930871672e-05","0.00472595866120134","","","","0.0142178852145034","","","","",""
"Blob","0","","","","","","","","","","","","",""
"ClassDataShouldBePrivate","27","4.43320930871671e-05","","","0.745885115628825","","","","0.138334675010674","","","","",""
"ComplexClass","41","0.00472595866120133","","0.745885115628824","","","","","0.0014440502535595","","","","",""
"LargeClass","0","","","","","","","","","","","","",""
"LazyClass","0","","","","","","","","","","","","",""
"LongMethod","0","","","","","","","","","","","","",""
"LongParameterList","10","0.0142178852145034","","0.138334675010674","0.0014440502535595","","","","","","","","",""
"MessageChains","0","","","","","","","","","","","","",""
"RefusedParentBequest","0","","","","","","","","","","","","",""
"SpaghettiCode","0","","","","","","","","","","","","",""
"SpeculativeGenerality","0","","","","","","","","","","","","",""
"SwissArmyKnife","0","","","","","","","","","","","","",""
