"","n","AntiSingleton","Blob","ClassDataShouldBePrivate","ComplexClass","LargeClass","LazyClass","LongMethod","LongParameterList","MessageChains","RefusedParentBequest","SpaghettiCode","SpeculativeGenerality","SwissArmyKnife"
"AntiSingleton","5","","","0.0365962614162207","1","","","1","0.00692824876327646","","1","","",""
"Blob","0","","","","","","","","","","","","",""
"ClassDataShouldBePrivate","18","0.0365962614162213","","","0.622707655259469","","","1","1","","1","","",""
"ComplexClass","150","1","","0.622707655259468","","","","1","1.25925482261742e-16","","1","","",""
"LargeClass","0","","","","","","","","","","","","",""
"LazyClass","0","","","","","","","","","","","","",""
"LongMethod","2","1","","1","1","","","","1","","1","","",""
"LongParameterList","490","0.00692824876327613","","1","1.25925482261744e-16","","","1","","","0.0407624783096866","","",""
"MessageChains","0","","","","","","","","","","","","",""
"RefusedParentBequest","2","1","","1","1","","","1","0.0407624783096859","","","","",""
"SpaghettiCode","0","","","","","","","","","","","","",""
"SpeculativeGenerality","0","","","","","","","","","","","","",""
"SwissArmyKnife","0","","","","","","","","","","","","",""
