"","n","AntiSingleton","Blob","ClassDataShouldBePrivate","ComplexClass","LargeClass","LazyClass","LongMethod","LongParameterList","MessageChains","RefusedParentBequest","SpaghettiCode","SpeculativeGenerality","SwissArmyKnife"
"AntiSingleton","5","","","34.9546035981089","0","","","0","15.8921035355741","","0","","",""
"Blob","0","","","","","","","","","","","","",""
"ClassDataShouldBePrivate","18","34.9546035981112","","","0","","","0","0.788575115150551","","0","","",""
"ComplexClass","150","0","","0","","","","0","4.3475858191386","","0","","",""
"LargeClass","0","","","","","","","","","","","","",""
"LazyClass","0","","","","","","","","","","","","",""
"LongMethod","2","0","","0","0","","","","0","","0","","",""
"LongParameterList","490","15.8921035355796","","0.788575115150497","4.3475858191386","","","0","","","Inf","","",""
"MessageChains","0","","","","","","","","","","","","",""
"RefusedParentBequest","2","0","","0","0","","","0","Inf","","","","",""
"SpaghettiCode","0","","","","","","","","","","","","",""
"SpeculativeGenerality","0","","","","","","","","","","","","",""
"SwissArmyKnife","0","","","","","","","","","","","","",""
