"","n","AntiSingleton","Blob","ClassDataShouldBePrivate","ComplexClass","LargeClass","LazyClass","LongMethod","LongParameterList","MessageChains","RefusedParentBequest","SpaghettiCode","SpeculativeGenerality","SwissArmyKnife"
"AntiSingleton_0","181","","","","0.0209172656686469","","","","0.0213253903861639","","","","",""
"Blob_0","184","","","","","","","","","","","","",""
"ClassDataShouldBePrivate_0","184","","","","","","","","","","","","",""
"ComplexClass_0","179","0.0175595974478656","","","","","","","0.021563662904445","","","","",""
"LargeClass_0","184","","","","","","","","","","","","",""
"LazyClass_0","184","","","","","","","","","","","","",""
"LongMethod_0","184","","","","","","","","","","","","",""
"LongParameterList_0","178","0.0171475216419037","","","0.0207590786242472","","","","","","","","",""
"MessageChains_0","184","","","","","","","","","","","","",""
"RefusedParentBequest_0","184","","","","","","","","","","","","",""
"SpaghettiCode_0","184","","","","","","","","","","","","",""
"SpeculativeGenerality_0","184","","","","","","","","","","","","",""
"SwissArmyKnife_0","184","","","","","","","","","","","","",""
"AntiSingleton_1","3","","","","0","","","","0.0333333333333333","","","","",""
"Blob_1","0","","","","","","","","","","","","",""
"ClassDataShouldBePrivate_1","0","","","","","","","","","","","","",""
"ComplexClass_1","5","0","","","","","","","0.02","","","","",""
"LargeClass_1","0","","","","","","","","","","","","",""
"LazyClass_1","0","","","","","","","","","","","","",""
"LongMethod_1","0","","","","","","","","","","","","",""
"LongParameterList_1","6","0.0151515151515152","","","0.0151515151515152","","","","","","","","",""
"MessageChains_1","0","","","","","","","","","","","","",""
"RefusedParentBequest_1","0","","","","","","","","","","","","",""
"SpaghettiCode_1","0","","","","","","","","","","","","",""
"SpeculativeGenerality_1","0","","","","","","","","","","","","",""
"SwissArmyKnife_1","0","","","","","","","","","","","","",""
