"","n","AntiSingleton","Blob","ClassDataShouldBePrivate","ComplexClass","LargeClass","LazyClass","LongMethod","LongParameterList","MessageChains","RefusedParentBequest","SpaghettiCode","SpeculativeGenerality","SwissArmyKnife"
"AntiSingleton","10","","","3.30431745663805","0","","","","0","","0","","0",""
"Blob","0","","","","","","","","","","","","",""
"ClassDataShouldBePrivate","24","3.30431745663768","","","1.5977365519964","","","","0","","0","","0",""
"ComplexClass","60","0","","1.59773655199645","","","","","4.43883222298367","","0","","0",""
"LargeClass","0","","","","","","","","","","","","",""
"LazyClass","0","","","","","","","","","","","","",""
"LongMethod","0","","","","","","","","","","","","",""
"LongParameterList","30","0","","0","4.43883222298367","","","","","","0","","Inf",""
"MessageChains","0","","","","","","","","","","","","",""
"RefusedParentBequest","2","0","","0","0","","","","0","","","","0",""
"SpaghettiCode","0","","","","","","","","","","","","",""
"SpeculativeGenerality","1","0","","0","0","","","","Inf","","0","","",""
"SwissArmyKnife","0","","","","","","","","","","","","",""
