"","n","AntiSingleton","Blob","ClassDataShouldBePrivate","ComplexClass","LargeClass","LazyClass","LongMethod","LongParameterList","MessageChains","RefusedParentBequest","SpaghettiCode","SpeculativeGenerality","SwissArmyKnife"
"AntiSingleton","10","","","0.289421576685698","1","","","","1","","1","","1",""
"Blob","0","","","","","","","","","","","","",""
"ClassDataShouldBePrivate","24","0.289421576685697","","","0.442711703371017","","","","0.617878364588234","","1","","1",""
"ComplexClass","60","1","","0.442711703371017","","","","","0.00199406370833053","","1","","1",""
"LargeClass","0","","","","","","","","","","","","",""
"LazyClass","0","","","","","","","","","","","","",""
"LongMethod","0","","","","","","","","","","","","",""
"LongParameterList","30","1","","0.617878364588234","0.00199406370833054","","","","","","1","","0.0417246175243394",""
"MessageChains","0","","","","","","","","","","","","",""
"RefusedParentBequest","2","1","","1","1","","","","1","","","","1",""
"SpaghettiCode","0","","","","","","","","","","","","",""
"SpeculativeGenerality","1","1","","1","1","","","","0.0417246175243388","","1","","",""
"SwissArmyKnife","0","","","","","","","","","","","","",""
