"","n","AntiSingleton","Blob","ClassDataShouldBePrivate","ComplexClass","LargeClass","LazyClass","LongMethod","LongParameterList","MessageChains","RefusedParentBequest","SpaghettiCode","SpeculativeGenerality","SwissArmyKnife"
"AntiSingleton_0","457","","","0.00218818380743982","0.126261873517212","","","","0.0222943614062606","","","","",""
"Blob_0","461","","","","","","","","","","","","",""
"ClassDataShouldBePrivate_0","459","0.0065359477124183","","","0.125711712848292","","","","0.0221972182193052","","","","",""
"ComplexClass_0","429","0.00699300699300699","","0.00233100233100233","","","","","0.0228818203739834","","","","",""
"LargeClass_0","461","","","","","","","","","","","","",""
"LazyClass_0","461","","","","","","","","","","","","",""
"LongMethod_0","461","","","","","","","","","","","","",""
"LongParameterList_0","453","0.00662251655629139","","0.0022075055187638","0.124249469162691","","","","","","","","",""
"MessageChains_0","461","","","","","","","","","","","","",""
"RefusedParentBequest_0","461","","","","","","","","","","","","",""
"SpaghettiCode_0","461","","","","","","","","","","","","",""
"SpeculativeGenerality_0","461","","","","","","","","","","","","",""
"SwissArmyKnife_0","461","","","","","","","","","","","","",""
"AntiSingleton_1","4","","","0","0","","","","0","","","","",""
"Blob_1","0","","","","","","","","","","","","",""
"ClassDataShouldBePrivate_1","2","0","","","0","","","","0","","","","",""
"ComplexClass_1","32","0","","0","","","","","0.0116319444444444","","","","",""
"LargeClass_1","0","","","","","","","","","","","","",""
"LazyClass_1","0","","","","","","","","","","","","",""
"LongMethod_1","0","","","","","","","","","","","","",""
"LongParameterList_1","8","0","","0","0.177083333333333","","","","","","","","",""
"MessageChains_1","0","","","","","","","","","","","","",""
"RefusedParentBequest_1","0","","","","","","","","","","","","",""
"SpaghettiCode_1","0","","","","","","","","","","","","",""
"SpeculativeGenerality_1","0","","","","","","","","","","","","",""
"SwissArmyKnife_1","0","","","","","","","","","","","","",""
