"","n","AntiSingleton","Blob","ClassDataShouldBePrivate","ComplexClass","LargeClass","LazyClass","LongMethod","LongParameterList","MessageChains","RefusedParentBequest","SpaghettiCode","SpeculativeGenerality","SwissArmyKnife"
"AntiSingleton","5","","","0.798940608435341","0.870734769592024","","0.93180625214714","","","","","","",""
"Blob","0","","","","","","","","","","","","",""
"ClassDataShouldBePrivate","6","0.712472924147836","","","0.402006753020788","","0.922124668459174","","","","","","",""
"ComplexClass","32","0.750507892020011","","0.381789980518489","","","0.786666589874489","","","","","","",""
"LargeClass","0","","","","","","","","","","","","",""
"LazyClass","3","0.798490423404876","","0.847484749681398","0.278004553575474","","","","","","","","",""
"LongMethod","0","","","","","","","","","","","","",""
"LongParameterList","0","","","","","","","","","","","","",""
"MessageChains","0","","","","","","","","","","","","",""
"RefusedParentBequest","0","","","","","","","","","","","","",""
"SpaghettiCode","0","","","","","","","","","","","","",""
"SpeculativeGenerality","0","","","","","","","","","","","","",""
"SwissArmyKnife","0","","","","","","","","","","","","",""
