"","n","AntiSingleton","Blob","ClassDataShouldBePrivate","ComplexClass","LargeClass","LazyClass","LongMethod","LongParameterList","MessageChains","RefusedParentBequest","SpaghettiCode","SpeculativeGenerality","SwissArmyKnife"
"AntiSingleton_0","437","","","0.00414441901856089","0.128759053172764","","0.00045766590389016","","","","","","",""
"Blob_0","442","","","","","","","","","","","","",""
"ClassDataShouldBePrivate_0","436","0.00918705402650357","","","0.129513087698389","","0.000458715596330275","","","","","","",""
"ComplexClass_0","410","0.00922764227642276","","0.00414634146341463","","","0.000487804878048781","","","","","","",""
"LargeClass_0","442","","","","","","","","","","","","",""
"LazyClass_0","439","0.00912427233611744","","0.00412553783852189","0.129007683150716","","","","","","","","",""
"LongMethod_0","442","","","","","","","","","","","","",""
"LongParameterList_0","442","","","","","","","","","","","","",""
"MessageChains_0","442","","","","","","","","","","","","",""
"RefusedParentBequest_0","442","","","","","","","","","","","","",""
"SpaghettiCode_0","442","","","","","","","","","","","","",""
"SpeculativeGenerality_0","442","","","","","","","","","","","","",""
"SwissArmyKnife_0","442","","","","","","","","","","","","",""
"AntiSingleton_1","5","","","0","0.0733333333333333","","0","","","","","","",""
"Blob_1","0","","","","","","","","","","","","",""
"ClassDataShouldBePrivate_1","6","0","","","0.0277777777777778","","0","","","","","","",""
"ComplexClass_1","32","0.00694444444444444","","0.00347222222222222","","","0","","","","","","",""
"LargeClass_1","0","","","","","","","","","","","","",""
"LazyClass_1","3","0","","0","0","","","","","","","","",""
"LongMethod_1","0","","","","","","","","","","","","",""
"LongParameterList_1","0","","","","","","","","","","","","",""
"MessageChains_1","0","","","","","","","","","","","","",""
"RefusedParentBequest_1","0","","","","","","","","","","","","",""
"SpaghettiCode_1","0","","","","","","","","","","","","",""
"SpeculativeGenerality_1","0","","","","","","","","","","","","",""
"SwissArmyKnife_1","0","","","","","","","","","","","","",""
