"","Sum","Mean","SD","Var","Min","25%","Median","75%","Max","Skewness","Kurtosis","shapiro.p","ks.p"
"AntiSingleton",4,0.00347523892267593,0.0588742140670097,0.00346617308200808,0,0,0,0,1,16.8746403623404,285.753487358326,5.39761178212081e-60,0
"Blob",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"ClassDataShouldBePrivate",3,0.00260642919200695,0.0510087862203466,0.00260189627167303,0,0,0,0,1,19.5107478049173,381.669279907085,4.1201347138526e-60,0
"ComplexClass",37,0.0321459600347524,0.176464307214295,0.031139651720621,0,0,0,0,1,5.30483946530263,29.1413217526323,2.27649250554049e-57,0
"LargeClass",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"LazyClass",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"LongMethod",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"LongParameterList",105,0.0912250217202433,0.288053999646767,0.0829751067124995,0,0,0,0,1,2.83941669557016,9.06228717108258,8.40151775670188e-54,0
"MessageChains",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"RefusedParentBequest",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"SpaghettiCode",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"SpeculativeGenerality",1,0.000868809730668983,0.0294755785468069,0.000868809730668983,0,0,0,0,1,33.8821615243954,1149.00086956522,2.22632644878451e-60,0
"SwissArmyKnife",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"NumOfAPs",150,0.130321459600348,0.375848930174077,0.141262418312998,0,0,0,0,2,2.94834069988237,11.4841827295965,2.0936441798093e-52,0
"LOC",37483,32.5655951346655,40.3854773463597,1630.98678049333,0,11,19,41,351,3.42609206243606,18.0341650765884,5.79203114732641e-44,0
"all",465,0.403996524761077,3.94584444216026,15.569688361727,0,0,0,0,77,14.3856882018183,243.165237487646,4.00277594898532e-59,0
