"","Sum","Mean","SD","Var","Min","25%","Median","75%","Max","Skewness","Kurtosis","shapiro.p","ks.p"
"AntiSingleton",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"Blob",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"ClassDataShouldBePrivate",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"ComplexClass",1,0.0161290322580645,0.127000127000191,0.0161290322580645,0,0,0,0,1,7.68221279597376,60.016393442623,1.58244726741028e-17,0.284376936230818
"LargeClass",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"LazyClass",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"LongMethod",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"LongParameterList",1,0.0161290322580645,0.127000127000191,0.0161290322580645,0,0,0,0,1,7.68221279597376,60.016393442623,1.58244726741028e-17,0.19837268607827
"MessageChains",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"RefusedParentBequest",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"SpaghettiCode",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"SpeculativeGenerality",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"SwissArmyKnife",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"NumOfAPs",2,0.032258064516129,0.254000254000381,0.0645161290322581,0,0,0,0,2,7.68221279597376,60.016393442623,1.58244726741028e-17,0.501735982260056
"LOC",2062,33.258064516129,21.781278985066,474.424114225278,6,15,29,40,100,1.48589818597567,5.36675392791054,1.7685622397394e-06,0.013447775114877
"all",92,1.48387096774194,6.03742952437262,36.4505552617663,0,0,0,0,41,5.34502820474656,32.9138678861217,5.85247953791472e-16,1.18298482121304e-10
