"","Sum","Mean","SD","Var","Min","25%","Median","75%","Max","Skewness","Kurtosis","shapiro.p","ks.p"
"AntiSingleton",20,0.0442477876106195,0.205872995140529,0.0423836901281322,0,0,0,0,1,4.43241427399293,20.6462962962963,8.39678827691941e-40,2.78443934575989e-13
"Blob",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"ClassDataShouldBePrivate",7,0.0154867256637168,0.123615103594606,0.0152806938367051,0,0,0,0,1,7.8477486522255,62.5871589085072,1.46260851063881e-41,8.40318742700852e-07
"ComplexClass",15,0.0331858407079646,0.179320053460024,0.0321556815729058,0,0,0,0,1,5.21226038069138,28.1676582761251,2.03546029246584e-40,8.97067531369089e-09
"LargeClass",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"LazyClass",11,0.0243362831858407,0.154261712747712,0.0237966760198575,0,0,0,0,1,6.17380372230659,39.1158524015667,5.86459513233988e-41,0.000110318252939501
"LongMethod",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"LongParameterList",42,0.0929203539823009,0.290642476377454,0.084473049074819,0,0,0,0,1,2.80434373540317,8.864343786295,1.47236297760187e-37,0
"MessageChains",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"RefusedParentBequest",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"SpaghettiCode",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"SpeculativeGenerality",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"SwissArmyKnife",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"NumOfAPs",95,0.210176991150442,0.482586310745179,0.232889547318643,0,0,0,0,3,2.49996183110582,9.90966149740406,3.21762806459597e-34,0
"LOC",30149,66.7013274336283,86.5385432398953,7488.91946608324,2,18,40,80.75,787,3.80025664889239,23.5847516693127,5.39367781471217e-30,0
"all",1351,2.98893805309735,16.3427089115671,267.084134568216,0,0,0,0,179,6.91680628111603,57.3080181115219,3.22487292467461e-40,0
