"","n","AntiSingleton","Blob","ClassDataShouldBePrivate","ComplexClass","LargeClass","LazyClass","LongMethod","LongParameterList","MessageChains","RefusedParentBequest","SpaghettiCode","SpeculativeGenerality","SwissArmyKnife"
"AntiSingleton_0","551","","","0.000969369552465223","0.23111906678604","","","","0.059182198905688","","","","",""
"Blob_0","563","","","","","","","","","","","","",""
"ClassDataShouldBePrivate_0","559","0.0108955689935756","","","0.231985579843365","","","","0.0593290646736845","","","","",""
"ComplexClass_0","519","0.0107697238993688","","0.00115147338516455","","","","","0.0554926448273685","","","","",""
"LargeClass_0","563","","","","","","","","","","","","",""
"LazyClass_0","563","","","","","","","","","","","","",""
"LongMethod_0","563","","","","","","","","","","","","",""
"LongParameterList_0","521","0.0102827058235613","","0.00114705314184338","0.222255416482155","","","","","","","","",""
"MessageChains_0","563","","","","","","","","","","","","",""
"RefusedParentBequest_0","563","","","","","","","","","","","","",""
"SpaghettiCode_0","563","","","","","","","","","","","","",""
"SpeculativeGenerality_0","563","","","","","","","","","","","","",""
"SwissArmyKnife_0","563","","","","","","","","","","","","",""
"AntiSingleton_1","12","","","0.00925925925925926","0.211111111111111","","","","0.062962962962963","","","","",""
"Blob_1","0","","","","","","","","","","","","",""
"ClassDataShouldBePrivate_1","4","0.05","","","0.05","","","","0.05","","","","",""
"ComplexClass_1","44","0.0159349173553719","","0.00108225108225108","","","","","0.103733283799668","","","","",""
"LargeClass_1","0","","","","","","","","","","","","",""
"LazyClass_1","0","","","","","","","","","","","","",""
"LongMethod_1","0","","","","","","","","","","","","",""
"LongParameterList_1","42","0.0222222222222222","","0.00113378684807256","0.33535397964854","","","","","","","","",""
"MessageChains_1","0","","","","","","","","","","","","",""
"RefusedParentBequest_1","0","","","","","","","","","","","","",""
"SpaghettiCode_1","0","","","","","","","","","","","","",""
"SpeculativeGenerality_1","0","","","","","","","","","","","","",""
"SwissArmyKnife_1","0","","","","","","","","","","","","",""
