"","Sum","Mean","SD","Var","Min","25%","Median","75%","Max","Skewness","Kurtosis","shapiro.p","ks.p"
"AntiSingleton",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"Blob",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"ClassDataShouldBePrivate",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"ComplexClass",2,0.0909090909090909,0.29424494316825,0.0865800865800866,0,0,0,0,1,2.84604989415154,9.1,4.87522153761567e-09,0.0354114917883867
"LargeClass",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"LazyClass",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"LongMethod",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"LongParameterList",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"MessageChains",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"RefusedParentBequest",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"SpaghettiCode",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"SpeculativeGenerality",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"SwissArmyKnife",0,0,0,0,0,0,0,0,0,NA,NA,-1,-1
"NumOfAPs",2,0.0909090909090909,0.29424494316825,0.0865800865800866,0,0,0,0,1,2.84604989415154,9.1,4.87522153761567e-09,0.00817289676697674
"LOC",725,32.9545454545455,24.7760969152726,613.854978354978,8,17.5,25,43.25,122,2.21533553294755,8.61615951799831,0.000168972154421426,0.502493304701864
"all",5,0.227272727272727,0.751621623514827,0.564935064935065,0,0,0,0,3,3.05934848337672,10.7908134055578,5.81004314115822e-09,0.000208551334869855
